  **  PHYSICAL PARAMETERS  **


   RADIUS      n(Htot)     TEMP        A_UV EFF    RAD. EFF    C K(PH)     C K(IP)     C K(AP)     CO K(PH)    CO K(IP)    CO K(AP)    DELTA_AUV   
   2.188E+016  9.419E+001  1.000E+001  5.124E-003  9.876E-001  3.454E-010  0.000E+000  0.000E+000  2.107E-010  0.000E+000  0.000E+000  2.797E+000
   2.344E+016  8.204E+001  1.000E+001  4.782E-003  9.884E-001  3.457E-010  0.000E+000  0.000E+000  2.191E-010  0.000E+000  0.000E+000  2.798E+000
   2.512E+016  7.145E+001  1.000E+001  4.463E-003  9.892E-001  3.460E-010  0.000E+000  0.000E+000  2.249E-010  0.000E+000  0.000E+000  2.798E+000
   2.692E+016  6.223E+001  1.000E+001  4.165E-003  9.899E-001  3.462E-010  0.000E+000  0.000E+000  2.293E-010  0.000E+000  0.000E+000  2.798E+000
   2.884E+016  5.420E+001  1.000E+001  3.887E-003  9.905E-001  3.465E-010  0.000E+000  0.000E+000  2.324E-010  0.000E+000  0.000E+000  2.799E+000
   3.090E+016  4.721E+001  1.000E+001  3.628E-003  9.912E-001  3.467E-010  0.000E+000  0.000E+000  2.344E-010  0.000E+000  0.000E+000  2.799E+000
   3.311E+016  4.112E+001  1.000E+001  3.385E-003  9.917E-001  3.469E-010  0.000E+000  0.000E+000  2.357E-010  0.000E+000  0.000E+000  2.799E+000
   3.548E+016  3.581E+001  1.000E+001  3.160E-003  9.923E-001  3.471E-010  0.000E+000  0.000E+000  2.365E-010  0.000E+000  0.000E+000  2.799E+000
   3.802E+016  3.119E+001  1.000E+001  2.949E-003  9.928E-001  3.473E-010  0.000E+000  0.000E+000  2.370E-010  0.000E+000  0.000E+000  2.800E+000
   4.074E+016  2.716E+001  1.000E+001  2.752E-003  9.933E-001  3.475E-010  0.000E+000  0.000E+000  2.374E-010  0.000E+000  0.000E+000  2.800E+000
   4.365E+016  2.366E+001  1.000E+001  2.568E-003  9.937E-001  3.477E-010  0.000E+000  0.000E+000  2.376E-010  0.000E+000  0.000E+000  2.800E+000
   4.677E+016  2.061E+001  1.000E+001  2.397E-003  9.941E-001  3.478E-010  0.000E+000  0.000E+000  2.378E-010  0.000E+000  0.000E+000  2.800E+000
   5.012E+016  1.795E+001  1.000E+001  2.237E-003  9.945E-001  3.480E-010  0.000E+000  0.000E+000  2.379E-010  0.000E+000  0.000E+000  2.800E+000
   5.370E+016  1.563E+001  1.000E+001  2.087E-003  9.949E-001  3.481E-010  0.000E+000  0.000E+000  2.381E-010  0.000E+000  0.000E+000  2.800E+000
   5.754E+016  1.361E+001  1.000E+001  1.948E-003  9.952E-001  3.482E-010  0.000E+000  0.000E+000  2.382E-010  0.000E+000  0.000E+000  2.801E+000
   6.166E+016  1.186E+001  1.000E+001  1.818E-003  9.955E-001  3.483E-010  0.000E+000  0.000E+000  2.383E-010  0.000E+000  0.000E+000  2.801E+000
   6.607E+016  1.033E+001  1.000E+001  1.697E-003  9.958E-001  3.485E-010  0.000E+000  0.000E+000  2.384E-010  0.000E+000  0.000E+000  2.801E+000
   7.079E+016  8.995E+000  1.000E+001  1.584E-003  9.961E-001  3.486E-010  0.000E+000  0.000E+000  2.385E-010  0.000E+000  0.000E+000  2.801E+000
   7.586E+016  7.834E+000  1.000E+001  1.478E-003  9.964E-001  3.486E-010  0.000E+000  0.000E+000  2.386E-010  0.000E+000  0.000E+000  2.801E+000
   8.128E+016  6.824E+000  1.000E+001  1.379E-003  9.966E-001  3.487E-010  0.000E+000  0.000E+000  2.386E-010  0.000E+000  0.000E+000  2.801E+000
   8.710E+016  5.943E+000  1.000E+001  1.287E-003  9.968E-001  3.488E-010  0.000E+000  0.000E+000  2.387E-010  0.000E+000  0.000E+000  2.801E+000
   9.333E+016  5.176E+000  1.000E+001  1.201E-003  9.970E-001  3.489E-010  0.000E+000  0.000E+000  2.388E-010  0.000E+000  0.000E+000  2.801E+000
   1.000E+017  4.508E+000  1.000E+001  1.121E-003  9.972E-001  3.490E-010  0.000E+000  0.000E+000  2.389E-010  0.000E+000  0.000E+000  2.801E+000
   1.072E+017  3.927E+000  1.000E+001  1.046E-003  9.974E-001  3.490E-010  0.000E+000  0.000E+000  2.389E-010  0.000E+000  0.000E+000  2.802E+000
   1.148E+017  3.420E+000  1.000E+001  9.764E-004  9.976E-001  3.491E-010  0.000E+000  0.000E+000  2.390E-010  0.000E+000  0.000E+000  2.802E+000
   1.230E+017  2.979E+000  1.000E+001  9.112E-004  9.978E-001  3.492E-010  0.000E+000  0.000E+000  2.390E-010  0.000E+000  0.000E+000  2.802E+000
   1.318E+017  2.594E+000  1.000E+001  8.504E-004  9.979E-001  3.492E-010  0.000E+000  0.000E+000  2.391E-010  0.000E+000  0.000E+000  2.802E+000
   1.413E+017  2.259E+000  1.000E+001  7.936E-004  9.980E-001  3.493E-010  0.000E+000  0.000E+000  2.392E-010  0.000E+000  0.000E+000  2.802E+000
   1.514E+017  1.968E+000  1.000E+001  7.407E-004  9.982E-001  3.493E-010  0.000E+000  0.000E+000  2.392E-010  0.000E+000  0.000E+000  2.802E+000
   1.622E+017  1.714E+000  1.000E+001  6.912E-004  9.983E-001  3.494E-010  0.000E+000  0.000E+000  2.392E-010  0.000E+000  0.000E+000  2.802E+000
   1.738E+017  1.493E+000  1.000E+001  6.451E-004  9.984E-001  3.494E-010  0.000E+000  0.000E+000  2.393E-010  0.000E+000  0.000E+000  2.802E+000
   1.862E+017  1.300E+000  1.000E+001  6.020E-004  9.985E-001  3.494E-010  0.000E+000  0.000E+000  2.393E-010  0.000E+000  0.000E+000  2.802E+000
   1.995E+017  1.132E+000  1.000E+001  5.618E-004  9.986E-001  3.495E-010  0.000E+000  0.000E+000  2.394E-010  0.000E+000  0.000E+000  2.802E+000
   2.138E+017  9.863E-001  1.000E+001  5.243E-004  9.987E-001  3.495E-010  0.000E+000  0.000E+000  2.394E-010  0.000E+000  0.000E+000  2.802E+000
   2.291E+017  8.590E-001  1.000E+001  4.893E-004  9.988E-001  3.496E-010  0.000E+000  0.000E+000  2.394E-010  0.000E+000  0.000E+000  2.802E+000
   2.455E+017  7.482E-001  1.000E+001  4.567E-004  9.989E-001  3.496E-010  0.000E+000  0.000E+000  2.395E-010  0.000E+000  0.000E+000  2.802E+000
   2.630E+017  6.516E-001  1.000E+001  4.262E-004  9.989E-001  3.496E-010  0.000E+000  0.000E+000  2.395E-010  0.000E+000  0.000E+000  2.802E+000
   2.818E+017  5.676E-001  1.000E+001  3.978E-004  9.990E-001  3.496E-010  0.000E+000  0.000E+000  2.395E-010  0.000E+000  0.000E+000  2.802E+000
   3.020E+017  4.943E-001  1.000E+001  3.712E-004  9.991E-001  3.497E-010  0.000E+000  0.000E+000  2.396E-010  0.000E+000  0.000E+000  2.802E+000
   3.236E+017  4.305E-001  1.000E+001  3.464E-004  9.991E-001  3.497E-010  0.000E+000  0.000E+000  2.396E-010  0.000E+000  0.000E+000  2.802E+000
   3.467E+017  3.750E-001  1.000E+001  3.233E-004  9.992E-001  3.497E-010  0.000E+000  0.000E+000  2.396E-010  0.000E+000  0.000E+000  2.802E+000
   3.715E+017  3.266E-001  1.000E+001  3.017E-004  9.993E-001  3.497E-010  0.000E+000  0.000E+000  2.396E-010  0.000E+000  0.000E+000  2.802E+000
   3.981E+017  2.845E-001  1.000E+001  2.816E-004  9.993E-001  3.497E-010  0.000E+000  0.000E+000  2.397E-010  0.000E+000  0.000E+000  2.802E+000
   4.266E+017  2.477E-001  1.000E+001  2.628E-004  9.994E-001  3.498E-010  0.000E+000  0.000E+000  2.397E-010  0.000E+000  0.000E+000  2.802E+000
   4.571E+017  2.158E-001  1.000E+001  2.453E-004  9.994E-001  3.498E-010  0.000E+000  0.000E+000  2.397E-010  0.000E+000  0.000E+000  2.802E+000
   4.898E+017  1.879E-001  1.000E+001  2.289E-004  9.994E-001  3.498E-010  0.000E+000  0.000E+000  2.397E-010  0.000E+000  0.000E+000  2.802E+000
   5.248E+017  1.637E-001  1.000E+001  2.136E-004  9.995E-001  3.498E-010  0.000E+000  0.000E+000  2.397E-010  0.000E+000  0.000E+000  2.802E+000
   5.623E+017  1.426E-001  1.000E+001  1.994E-004  9.995E-001  3.498E-010  0.000E+000  0.000E+000  2.397E-010  0.000E+000  0.000E+000  2.802E+000
   6.026E+017  1.242E-001  1.000E+001  1.860E-004  9.995E-001  3.498E-010  0.000E+000  0.000E+000  2.398E-010  0.000E+000  0.000E+000  2.802E+000
   6.457E+017  1.081E-001  1.000E+001  1.736E-004  9.996E-001  3.498E-010  0.000E+000  0.000E+000  2.398E-010  0.000E+000  0.000E+000  2.802E+000
   6.918E+017  9.419E-002  1.000E+001  1.620E-004  9.996E-001  3.499E-010  0.000E+000  0.000E+000  2.398E-010  0.000E+000  0.000E+000  2.802E+000
   7.413E+017  8.204E-002  1.000E+001  1.512E-004  9.996E-001  3.499E-010  0.000E+000  0.000E+000  2.398E-010  0.000E+000  0.000E+000  2.802E+000
   7.943E+017  7.145E-002  1.000E+001  1.411E-004  9.997E-001  3.499E-010  0.000E+000  0.000E+000  2.398E-010  0.000E+000  0.000E+000  2.802E+000
   8.511E+017  6.223E-002  1.000E+001  1.317E-004  9.997E-001  3.499E-010  0.000E+000  0.000E+000  2.398E-010  0.000E+000  0.000E+000  2.802E+000
   9.120E+017  5.420E-002  1.000E+001  1.229E-004  9.997E-001  3.499E-010  0.000E+000  0.000E+000  2.398E-010  0.000E+000  0.000E+000  2.802E+000
   9.772E+017  4.721E-002  1.000E+001  1.147E-004  9.997E-001  3.499E-010  0.000E+000  0.000E+000  2.398E-010  0.000E+000  0.000E+000  2.802E+000
   1.047E+018  4.112E-002  1.000E+001  1.071E-004  9.997E-001  3.499E-010  0.000E+000  0.000E+000  2.398E-010  0.000E+000  0.000E+000  2.802E+000
