  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  8.500E-002  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.072E+014  2.029E-009  3.453E-014  6.698E-016  2.905E-016  2.926E-013  8.500E-002  3.382E-014  4.281E-018  1.709E-023  1.110E-014
   1.148E+014  5.084E-009  3.947E-014  7.721E-016  3.336E-016  3.352E-013  8.500E-002  3.880E-014  4.915E-018  6.407E-023  1.374E-014
   1.230E+014  9.610E-009  4.512E-014  8.900E-016  3.830E-016  3.841E-013  8.500E-002  4.451E-014  5.643E-018  1.802E-022  1.704E-014
   1.318E+014  1.626E-008  5.158E-014  1.026E-015  4.397E-016  4.400E-013  8.500E-002  5.105E-014  6.479E-018  4.637E-022  2.116E-014
   1.413E+014  2.593E-008  5.896E-014  1.182E-015  5.049E-016  5.040E-013  8.500E-002  5.856E-014  7.439E-018  1.149E-021  2.631E-014
   1.514E+014  3.982E-008  6.739E-014  1.361E-015  5.797E-016  5.774E-013  8.500E-002  6.717E-014  8.541E-018  2.785E-021  3.276E-014
   1.622E+014  5.947E-008  7.703E-014  1.568E-015  6.655E-016  6.615E-013  8.500E-002  7.705E-014  9.806E-018  6.613E-021  4.085E-014
   1.738E+014  8.690E-008  8.804E-014  1.804E-015  7.642E-016  7.577E-013  8.500E-002  8.838E-014  1.126E-017  1.535E-020  5.102E-014
   1.862E+014  1.247E-007  1.006E-013  2.076E-015  8.774E-016  8.679E-013  8.500E-002  1.014E-013  1.293E-017  3.467E-020  6.384E-014
   1.995E+014  1.760E-007  1.150E-013  2.386E-015  1.007E-015  9.941E-013  8.500E-002  1.163E-013  1.484E-017  7.584E-020  8.004E-014
   2.138E+014  2.448E-007  1.314E-013  2.741E-015  1.157E-015  1.139E-012  8.500E-002  1.333E-013  1.704E-017  1.602E-019  1.007E-013
   2.291E+014  3.360E-007  1.501E-013  3.145E-015  1.328E-015  1.304E-012  8.500E-002  1.529E-013  1.957E-017  3.257E-019  1.271E-013
   2.455E+014  4.555E-007  1.716E-013  3.606E-015  1.525E-015  1.494E-012  8.500E-002  1.754E-013  2.247E-017  6.368E-019  1.615E-013
   2.630E+014  6.104E-007  1.960E-013  4.128E-015  1.751E-015  1.711E-012  8.500E-002  2.012E-013  2.579E-017  1.197E-018  2.072E-013
   2.818E+014  8.091E-007  2.240E-013  4.718E-015  2.010E-015  1.959E-012  8.500E-002  2.307E-013  2.961E-017  2.167E-018  2.698E-013
   3.020E+014  1.061E-006  2.559E-013  5.382E-015  2.308E-015  2.243E-012  8.500E-002  2.646E-013  3.400E-017  3.780E-018  3.584E-013
   3.236E+014  1.379E-006  2.923E-013  6.126E-015  2.650E-015  2.568E-012  8.500E-002  3.035E-013  3.904E-017  6.370E-018  4.890E-013
   3.467E+014  1.775E-006  3.340E-013  6.955E-015  3.042E-015  2.941E-012  8.500E-002  3.480E-013  4.482E-017  1.040E-017  6.895E-013
   3.715E+014  2.265E-006  3.815E-013  7.871E-015  3.493E-015  3.367E-012  8.500E-002  3.991E-013  5.146E-017  1.648E-017  1.008E-012
   3.981E+014  2.866E-006  4.358E-013  8.875E-015  4.010E-015  3.855E-012  8.500E-002  4.577E-013  5.909E-017  2.542E-017  1.526E-012
