  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  8.500E-002  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  9.615E-010  8.117E-015  2.253E-016  7.964E-017  7.367E-014  8.500E-002  8.955E-015  1.173E-018  8.890E-023  4.361E-014
   1.259E+014  2.038E-009  1.006E-014  2.897E-016  1.003E-016  9.189E-014  8.500E-002  1.123E-014  1.477E-018  1.716E-022  5.786E-014
   1.413E+014  3.228E-009  1.245E-014  3.725E-016  1.262E-016  1.146E-013  8.500E-002  1.408E-014  1.860E-018  2.470E-022  7.409E-014
   1.585E+014  4.504E-009  1.542E-014  4.792E-016  1.589E-016  1.429E-013  8.500E-002  1.764E-014  2.341E-018  3.277E-022  9.277E-014
   1.778E+014  5.879E-009  1.909E-014  6.165E-016  2.000E-016  1.781E-013  8.500E-002  2.211E-014  2.947E-018  4.236E-022  1.147E-013
   1.995E+014  7.402E-009  2.363E-014  7.933E-016  2.518E-016  2.219E-013  8.500E-002  2.770E-014  3.711E-018  5.436E-022  1.407E-013
   2.239E+014  9.177E-009  2.924E-014  1.021E-015  3.170E-016  2.764E-013  8.500E-002  3.470E-014  4.671E-018  6.996E-022  1.721E-013
   2.512E+014  1.143E-008  3.618E-014  1.313E-015  3.991E-016  3.442E-013  8.500E-002  4.347E-014  5.881E-018  9.147E-022  2.100E-013
   2.818E+014  1.474E-008  4.474E-014  1.688E-015  5.025E-016  4.286E-013  8.500E-002  5.444E-014  7.403E-018  1.247E-021  2.561E-013
   3.162E+014  2.048E-008  5.533E-014  2.169E-015  6.326E-016  5.335E-013  8.500E-002  6.816E-014  9.320E-018  1.854E-021  3.120E-013
   3.548E+014  3.189E-008  6.840E-014  2.783E-015  7.963E-016  6.640E-013  8.500E-002  8.533E-014  1.173E-017  3.186E-021  3.800E-013
   3.981E+014  5.592E-008  8.454E-014  3.566E-015  1.003E-015  8.260E-013  8.500E-002  1.068E-013  1.477E-017  6.546E-021  4.625E-013
   4.467E+014  1.065E-007  1.045E-013  4.555E-015  1.262E-015  1.027E-012  8.500E-002  1.337E-013  1.860E-017  1.582E-020  5.628E-013
   5.012E+014  2.095E-007  1.291E-013  5.790E-015  1.589E-015  1.277E-012  8.500E-002  1.672E-013  2.341E-017  4.255E-020  6.846E-013
   5.623E+014  4.108E-007  1.595E-013  7.302E-015  2.000E-015  1.588E-012  8.500E-002  2.092E-013  2.947E-017  1.188E-019  8.329E-013
   6.310E+014  7.861E-007  1.972E-013  9.098E-015  2.518E-015  1.973E-012  8.500E-002  2.616E-013  3.710E-017  3.259E-019  1.015E-012
   7.079E+014  1.455E-006  2.439E-013  1.113E-014  3.170E-015  2.452E-012  8.500E-002  3.270E-013  4.671E-017  8.525E-019  1.244E-012
   7.943E+014  2.598E-006  3.020E-013  1.327E-014  3.991E-015  3.047E-012  8.500E-002  4.088E-013  5.880E-017  2.109E-018  1.550E-012
   8.913E+014  4.472E-006  3.747E-013  1.530E-014  5.024E-015  3.786E-012  8.500E-002  5.107E-013  7.403E-017  4.946E-018  2.016E-012
   1.000E+015  7.431E-006  4.662E-013  1.695E-014  6.325E-015  4.706E-012  8.500E-002  6.379E-013  9.320E-017  1.111E-017  2.879E-012
   1.122E+015  1.193E-005  5.821E-013  1.805E-014  7.963E-015  5.854E-012  8.500E-002  7.965E-013  1.173E-016  2.431E-017  4.864E-012
   1.259E+015  1.847E-005  7.306E-013  1.853E-014  1.002E-014  7.294E-012  8.500E-002  9.945E-013  1.477E-016  5.297E-017  1.029E-011
   1.413E+015  2.753E-005  9.233E-013  1.855E-014  1.262E-014  9.113E-012  8.500E-002  1.243E-012  1.860E-016  1.185E-016  2.717E-011
   1.585E+015  3.921E-005  1.179E-012  1.828E-014  1.589E-014  1.143E-011  8.500E-002  1.555E-012  2.341E-016  2.822E-016  8.570E-011
   1.778E+015  5.285E-005  1.533E-012  1.818E-014  2.000E-014  1.441E-011  8.500E-002  1.951E-012  2.947E-016  7.424E-016  3.077E-010
   1.995E+015  6.690E-005  2.054E-012  1.841E-014  2.518E-014  1.826E-011  8.500E-002  2.452E-012  3.710E-016  2.172E-015  1.180E-009
   2.239E+015  7.981E-005  2.851E-012  1.921E-014  3.170E-014  2.313E-011  8.500E-002  3.079E-012  4.671E-016  6.624E-015  4.407E-009
   2.512E+015  9.110E-005  4.031E-012  2.059E-014  3.991E-014  2.901E-011  8.500E-002  3.864E-012  5.880E-016  1.822E-014  1.450E-008
   2.818E+015  1.013E-004  5.567E-012  2.221E-014  5.024E-014  3.576E-011  8.500E-002  4.873E-012  7.402E-016  4.017E-014  3.940E-008
   3.162E+015  1.115E-004  7.283E-012  2.358E-014  6.325E-014  4.332E-011  8.500E-002  6.193E-012  9.318E-016  7.039E-014  8.747E-008
   3.548E+015  1.226E-004  9.002E-012  2.442E-014  7.962E-014  5.180E-011  8.500E-002  7.890E-012  1.173E-015  1.027E-013  1.628E-007
