  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  8.500E-002  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  2.358E-010  3.833E-016  7.322E-018  3.186E-018  3.225E-015  8.500E-002  3.719E-016  4.694E-020  5.675E-026  1.047E-016
   1.259E+014  3.763E-010  4.798E-016  9.281E-018  4.010E-018  4.048E-015  8.500E-002  4.677E-016  5.909E-020  1.732E-025  1.463E-016
   1.413E+014  5.009E-010  6.005E-016  1.176E-017  5.049E-018  5.081E-015  8.500E-002  5.881E-016  7.439E-020  3.869E-025  2.049E-016
   1.585E+014  6.327E-010  7.516E-016  1.491E-017  6.356E-018  6.377E-015  8.500E-002  7.395E-016  9.365E-020  7.681E-025  2.880E-016
   1.778E+014  7.802E-010  9.407E-016  1.890E-017  8.002E-018  8.004E-015  8.500E-002  9.298E-016  1.179E-019  1.447E-024  4.059E-016
   1.995E+014  9.485E-010  1.177E-015  2.397E-017  1.007E-017  1.005E-014  8.500E-002  1.169E-015  1.484E-019  2.654E-024  5.739E-016
   2.239E+014  1.141E-009  1.473E-015  3.039E-017  1.268E-017  1.261E-014  8.500E-002  1.470E-015  1.869E-019  4.785E-024  8.136E-016
   2.512E+014  1.361E-009  1.844E-015  3.854E-017  1.597E-017  1.582E-014  8.500E-002  1.848E-015  2.352E-019  8.495E-024  1.157E-015
   2.818E+014  1.612E-009  2.307E-015  4.887E-017  2.010E-017  1.985E-014  8.500E-002  2.324E-015  2.962E-019  1.481E-023  1.649E-015
   3.162E+014  1.895E-009  2.887E-015  6.198E-017  2.530E-017  2.492E-014  8.500E-002  2.922E-015  3.728E-019  2.522E-023  2.355E-015
   3.548E+014  2.214E-009  3.612E-015  7.861E-017  3.186E-017  3.126E-014  8.500E-002  3.673E-015  4.694E-019  4.179E-023  3.371E-015
   3.981E+014  2.574E-009  4.519E-015  9.972E-017  4.010E-017  3.923E-014  8.500E-002  4.618E-015  5.909E-019  6.709E-023  4.832E-015
   4.467E+014  2.981E-009  5.653E-015  1.265E-016  5.049E-017  4.922E-014  8.500E-002  5.806E-015  7.439E-019  1.043E-022  6.932E-015
   5.012E+014  3.445E-009  7.073E-015  1.605E-016  6.356E-017  6.176E-014  8.500E-002  7.299E-015  9.365E-019  1.570E-022  9.946E-015
   5.623E+014  3.977E-009  8.848E-015  2.036E-016  8.002E-017  7.748E-014  8.500E-002  9.175E-015  1.179E-018  2.299E-022  1.426E-014
   6.310E+014  4.591E-009  1.107E-014  2.584E-016  1.007E-016  9.721E-014  8.500E-002  1.153E-014  1.484E-018  3.291E-022  2.042E-014
   7.079E+014  5.303E-009  1.384E-014  3.279E-016  1.268E-016  1.219E-013  8.500E-002  1.450E-014  1.869E-018  4.627E-022  2.915E-014
   7.943E+014  6.127E-009  1.732E-014  4.161E-016  1.597E-016  1.530E-013  8.500E-002  1.823E-014  2.352E-018  6.419E-022  4.146E-014
   8.913E+014  7.083E-009  2.166E-014  5.280E-016  2.010E-016  1.919E-013  8.500E-002  2.291E-014  2.961E-018  8.822E-022  5.864E-014
   1.000E+015  8.186E-009  2.709E-014  6.702E-016  2.530E-016  2.407E-013  8.500E-002  2.880E-014  3.728E-018  1.204E-021  8.240E-014
   1.122E+015  9.456E-009  3.388E-014  8.506E-016  3.185E-016  3.019E-013  8.500E-002  3.620E-014  4.694E-018  1.637E-021  1.149E-013
   1.259E+015  1.091E-008  4.236E-014  1.080E-015  4.010E-016  3.787E-013  8.500E-002  4.550E-014  5.909E-018  2.219E-021  1.587E-013
   1.413E+015  1.258E-008  5.298E-014  1.371E-015  5.049E-016  4.750E-013  8.500E-002  5.718E-014  7.439E-018  3.000E-021  2.170E-013
   1.585E+015  1.447E-008  6.624E-014  1.740E-015  6.356E-016  5.957E-013  8.500E-002  7.187E-014  9.365E-018  4.051E-021  2.936E-013
   1.778E+015  1.663E-008  8.283E-014  2.209E-015  8.001E-016  7.471E-013  8.500E-002  9.033E-014  1.179E-017  5.464E-021  3.930E-013
   1.995E+015  1.907E-008  1.036E-013  2.804E-015  1.007E-015  9.368E-013  8.500E-002  1.135E-013  1.484E-017  7.361E-021  5.204E-013
   2.239E+015  2.182E-008  1.295E-013  3.560E-015  1.268E-015  1.175E-012  8.500E-002  1.427E-013  1.869E-017  9.909E-021  6.822E-013
