  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  8.500E-002  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.072E+014  5.216E-010  2.363E-014  5.652E-016  2.179E-016  2.089E-013  8.500E-002  2.487E-014  3.210E-018  6.077E-023  5.510E-014
   1.148E+014  1.305E-009  2.688E-014  6.562E-016  2.502E-016  2.386E-013  8.500E-002  2.849E-014  3.686E-018  1.877E-022  7.442E-014
   1.230E+014  2.493E-009  3.058E-014  7.619E-016  2.872E-016  2.726E-013  8.500E-002  3.264E-014  4.232E-018  3.748E-022  9.916E-014
   1.318E+014  4.326E-009  3.478E-014  8.847E-016  3.298E-016  3.113E-013  8.500E-002  3.739E-014  4.859E-018  6.701E-022  1.299E-013
   1.413E+014  7.162E-009  3.956E-014  1.027E-015  3.786E-016  3.556E-013  8.500E-002  4.284E-014  5.579E-018  1.170E-021  1.669E-013
   1.514E+014  1.153E-008  4.499E-014  1.193E-015  4.347E-016  4.061E-013  8.500E-002  4.907E-014  6.406E-018  2.067E-021  2.100E-013
   1.622E+014  1.816E-008  5.116E-014  1.385E-015  4.992E-016  4.637E-013  8.500E-002  5.620E-014  7.355E-018  3.741E-021  2.589E-013
   1.738E+014  2.809E-008  5.818E-014  1.608E-015  5.731E-016  5.294E-013  8.500E-002  6.437E-014  8.444E-018  6.947E-021  3.129E-013
   1.862E+014  4.273E-008  6.614E-014  1.866E-015  6.580E-016  6.045E-013  8.500E-002  7.372E-014  9.695E-018  1.316E-020  3.719E-013
   1.995E+014  6.396E-008  7.520E-014  2.164E-015  7.555E-016  6.901E-013  8.500E-002  8.442E-014  1.113E-017  2.523E-020  4.357E-013
   2.138E+014  9.428E-008  8.548E-014  2.508E-015  8.674E-016  7.877E-013  8.500E-002  9.668E-014  1.278E-017  4.842E-020  5.050E-013
   2.291E+014  1.369E-007  9.717E-014  2.904E-015  9.959E-016  8.991E-013  8.500E-002  1.107E-013  1.467E-017  9.217E-020  5.806E-013
   2.455E+014  1.961E-007  1.104E-013  3.357E-015  1.143E-015  1.026E-012  8.500E-002  1.268E-013  1.685E-017  1.727E-019  6.641E-013
   2.630E+014  2.769E-007  1.255E-013  3.876E-015  1.313E-015  1.171E-012  8.500E-002  1.451E-013  1.934E-017  3.168E-019  7.578E-013
   2.818E+014  3.861E-007  1.427E-013  4.464E-015  1.507E-015  1.336E-012  8.500E-002  1.662E-013  2.221E-017  5.666E-019  8.650E-013
   3.020E+014  5.316E-007  1.621E-013  5.127E-015  1.731E-015  1.524E-012  8.500E-002  1.902E-013  2.550E-017  9.863E-019  9.909E-013
   3.236E+014  7.229E-007  1.842E-013  5.868E-015  1.987E-015  1.739E-012  8.500E-002  2.178E-013  2.928E-017  1.670E-018  1.144E-012
   3.467E+014  9.716E-007  2.094E-013  6.689E-015  2.282E-015  1.984E-012  8.500E-002  2.493E-013  3.362E-017  2.755E-018  1.337E-012
   3.715E+014  1.291E-006  2.379E-013  7.585E-015  2.620E-015  2.263E-012  8.500E-002  2.853E-013  3.860E-017  4.430E-018  1.592E-012
   3.981E+014  1.696E-006  2.705E-013  8.550E-015  3.008E-015  2.580E-012  8.500E-002  3.266E-013  4.431E-017  6.960E-018  1.944E-012
   4.266E+014  2.205E-006  3.075E-013  9.572E-015  3.453E-015  2.943E-012  8.500E-002  3.738E-013  5.088E-017  1.071E-017  2.454E-012
   4.571E+014  2.838E-006  3.497E-013  1.063E-014  3.965E-015  3.356E-012  8.500E-002  4.278E-013  5.842E-017  1.617E-017  3.218E-012
   4.898E+014  3.617E-006  3.980E-013  1.171E-014  4.552E-015  3.826E-012  8.500E-002  4.895E-013  6.707E-017  2.400E-017  4.392E-012
   5.248E+014  4.567E-006  4.532E-013  1.277E-014  5.227E-015  4.363E-012  8.500E-002  5.602E-013  7.701E-017  3.510E-017  6.230E-012
   5.623E+014  5.716E-006  5.165E-013  1.380E-014  6.001E-015  4.975E-012  8.500E-002  6.411E-013  8.842E-017  5.069E-017  9.142E-012
