  **  PHYSICAL PARAMETERS  **


   RADIUS      n(Htot)     TEMP        A_UV EFF    RAD. EFF    C K(PH)     C K(IP)     C K(AP)     CO K(PH)    CO K(IP)    CO K(AP)    DELTA_AUV   
   1.000E+014  7.514E+007  1.357E+003  1.868E+001  5.624E-010  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.803E+001
   1.072E+014  6.544E+007  1.316E+003  1.744E+001  2.074E-009  4.392E-020  0.000E+000  0.000E+000  2.682E-022  0.000E+000  0.000E+000  2.927E+001
   1.148E+014  5.700E+007  1.275E+003  1.627E+001  7.031E-009  1.788E-019  0.000E+000  0.000E+000  8.652E-022  0.000E+000  0.000E+000  3.044E+001
   1.230E+014  4.964E+007  1.236E+003  1.519E+001  2.204E-008  7.635E-019  0.000E+000  0.000E+000  2.946E-021  0.000E+000  0.000E+000  3.152E+001
   1.318E+014  4.324E+007  1.198E+003  1.417E+001  6.424E-008  2.515E-018  0.000E+000  0.000E+000  8.151E-021  0.000E+000  0.000E+000  3.254E+001
   1.413E+014  3.766E+007  1.162E+003  1.323E+001  1.750E-007  7.529E-018  0.000E+000  0.000E+000  2.097E-020  0.000E+000  0.000E+000  3.348E+001
   1.514E+014  3.280E+007  1.126E+003  1.234E+001  4.474E-007  2.102E-017  0.000E+000  0.000E+000  5.128E-020  0.000E+000  0.000E+000  3.437E+001
   1.622E+014  2.857E+007  1.092E+003  1.152E+001  1.079E-006  5.845E-017  0.000E+000  0.000E+000  1.261E-019  0.000E+000  0.000E+000  3.519E+001
   1.738E+014  2.488E+007  1.058E+003  1.075E+001  2.462E-006  1.690E-016  0.000E+000  0.000E+000  3.241E-019  0.000E+000  0.000E+000  3.596E+001
   1.862E+014  2.167E+007  1.026E+003  1.003E+001  5.339E-006  4.265E-016  0.000E+000  0.000E+000  7.450E-019  0.000E+000  0.000E+000  3.668E+001
   1.995E+014  1.887E+007  9.945E+002  9.364E+000  1.104E-005  9.571E-016  0.000E+000  0.000E+000  1.553E-018  0.000E+000  0.000E+000  3.735E+001
   2.138E+014  1.644E+007  9.641E+002  8.739E+000  2.181E-005  1.872E-015  0.000E+000  0.000E+000  2.875E-018  0.000E+000  0.000E+000  3.797E+001
   2.291E+014  1.432E+007  9.346E+002  8.156E+000  4.135E-005  3.901E-015  0.000E+000  0.000E+000  5.677E-018  0.000E+000  0.000E+000  3.855E+001
   2.455E+014  1.247E+007  9.060E+002  7.611E+000  7.535E-005  7.823E-015  0.000E+000  0.000E+000  1.090E-017  0.000E+000  0.000E+000  3.910E+001
   2.630E+014  1.086E+007  8.783E+002  7.103E+000  1.323E-004  1.484E-014  0.000E+000  0.000E+000  2.000E-017  0.000E+000  0.000E+000  3.961E+001
   2.818E+014  9.459E+006  8.514E+002  6.629E+000  2.245E-004  2.663E-014  0.000E+000  0.000E+000  3.502E-017  0.000E+000  0.000E+000  4.008E+001
   3.020E+014  8.239E+006  8.253E+002  6.187E+000  3.688E-004  4.781E-014  0.000E+000  0.000E+000  6.177E-017  0.000E+000  0.000E+000  4.052E+001
   3.236E+014  7.176E+006  8.001E+002  5.774E+000  5.876E-004  8.470E-014  0.000E+000  0.000E+000  1.084E-016  0.000E+000  0.000E+000  4.094E+001
   3.467E+014  6.250E+006  7.756E+002  5.388E+000  9.098E-004  1.342E-013  0.000E+000  0.000E+000  1.714E-016  0.000E+000  0.000E+000  4.132E+001
   3.715E+014  5.443E+006  7.518E+002  5.029E+000  1.371E-003  2.223E-013  0.000E+000  0.000E+000  2.850E-016  0.000E+000  0.000E+000  4.168E+001
   3.981E+014  4.741E+006  7.288E+002  4.693E+000  2.016E-003  3.449E-013  0.000E+000  0.000E+000  4.466E-016  0.000E+000  0.000E+000  4.202E+001
   4.266E+014  4.129E+006  7.065E+002  4.380E+000  2.896E-003  5.075E-013  0.000E+000  0.000E+000  6.663E-016  0.000E+000  0.000E+000  4.233E+001
   4.571E+014  3.596E+006  6.849E+002  4.088E+000  4.068E-003  7.507E-013  0.000E+000  0.000E+000  1.005E-015  0.000E+000  0.000E+000  4.262E+001
   4.898E+014  3.132E+006  6.639E+002  3.815E+000  5.600E-003  1.103E-012  0.000E+000  0.000E+000  1.515E-015  0.000E+000  0.000E+000  4.289E+001
   5.248E+014  2.728E+006  6.436E+002  3.560E+000  7.561E-003  1.544E-012  0.000E+000  0.000E+000  2.179E-015  0.000E+000  0.000E+000  4.315E+001
   5.623E+014  2.376E+006  6.239E+002  3.323E+000  1.003E-002  2.046E-012  0.000E+000  0.000E+000  2.965E-015  0.000E+000  0.000E+000  4.339E+001
   6.026E+014  2.069E+006  6.048E+002  3.101E+000  1.308E-002  2.827E-012  0.000E+000  0.000E+000  4.249E-015  0.000E+000  0.000E+000  4.361E+001
   6.457E+014  1.802E+006  5.863E+002  2.894E+000  1.680E-002  3.733E-012  0.000E+000  0.000E+000  5.814E-015  0.000E+000  0.000E+000  4.382E+001
   6.918E+014  1.570E+006  5.684E+002  2.701E+000  2.125E-002  4.930E-012  0.000E+000  0.000E+000  7.996E-015  0.000E+000  0.000E+000  4.401E+001
   7.413E+014  1.367E+006  5.510E+002  2.520E+000  2.653E-002  6.296E-012  0.000E+000  0.000E+000  1.063E-014  0.000E+000  0.000E+000  4.419E+001
   7.943E+014  1.191E+006  5.341E+002  2.352E+000  3.269E-002  7.831E-012  0.000E+000  0.000E+000  1.376E-014  0.000E+000  0.000E+000  4.436E+001
   8.511E+014  1.037E+006  5.178E+002  2.195E+000  3.980E-002  9.732E-012  0.000E+000  0.000E+000  1.786E-014  0.000E+000  0.000E+000  4.451E+001
   9.120E+014  9.033E+005  5.019E+002  2.049E+000  4.790E-002  1.201E-011  0.000E+000  0.000E+000  2.308E-014  0.000E+000  0.000E+000  4.466E+001
   9.772E+014  7.868E+005  4.865E+002  1.912E+000  5.704E-002  1.463E-011  0.000E+000  0.000E+000  2.952E-014  0.000E+000  0.000E+000  4.480E+001
   1.047E+015  6.853E+005  4.717E+002  1.784E+000  6.725E-002  1.759E-011  0.000E+000  0.000E+000  3.725E-014  0.000E+000  0.000E+000  4.493E+001
   1.122E+015  5.968E+005  4.572E+002  1.665E+000  7.854E-002  2.105E-011  0.000E+000  0.000E+000  4.697E-014  0.000E+000  0.000E+000  4.504E+001
   1.202E+015  5.198E+005  4.432E+002  1.554E+000  9.090E-002  2.500E-011  0.000E+000  0.000E+000  5.890E-014  0.000E+000  0.000E+000  4.516E+001
   1.288E+015  4.527E+005  4.297E+002  1.450E+000  1.043E-001  2.890E-011  0.000E+000  0.000E+000  7.154E-014  0.000E+000  0.000E+000  4.526E+001
   1.380E+015  3.943E+005  4.165E+002  1.354E+000  1.188E-001  3.354E-011  0.000E+000  0.000E+000  8.773E-014  0.000E+000  0.000E+000  4.536E+001
   1.479E+015  3.434E+005  4.038E+002  1.263E+000  1.343E-001  3.824E-011  0.000E+000  0.000E+000  1.054E-013  0.000E+000  0.000E+000  4.545E+001
   1.585E+015  2.991E+005  3.914E+002  1.179E+000  1.507E-001  4.363E-011  0.000E+000  0.000E+000  1.274E-013  0.000E+000  0.000E+000  4.553E+001
   1.698E+015  2.605E+005  3.794E+002  1.100E+000  1.680E-001  4.929E-011  0.000E+000  0.000E+000  1.523E-013  0.000E+000  0.000E+000  4.561E+001
