  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  8.500E-002  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.072E+014  2.349E-010  1.025E-014  2.048E-016  8.716E-017  8.726E-014  8.500E-002  1.013E-014  1.284E-018  2.599E-024  4.225E-015
   1.148E+014  4.792E-010  1.171E-014  2.365E-016  1.001E-016  9.991E-014  8.500E-002  1.161E-014  1.474E-018  7.781E-024  5.377E-015
   1.230E+014  7.260E-010  1.337E-014  2.733E-016  1.149E-016  1.144E-013  8.500E-002  1.332E-014  1.693E-018  1.705E-023  6.861E-015
   1.318E+014  9.754E-010  1.527E-014  3.157E-016  1.319E-016  1.310E-013  8.500E-002  1.528E-014  1.944E-018  3.278E-023  8.773E-015
   1.413E+014  1.227E-009  1.743E-014  3.647E-016  1.515E-016  1.499E-013  8.500E-002  1.752E-014  2.232E-018  5.830E-023  1.124E-014
   1.514E+014  1.481E-009  1.990E-014  4.214E-016  1.739E-016  1.716E-013  8.500E-002  2.009E-014  2.562E-018  9.797E-023  1.443E-014
   1.622E+014  1.738E-009  2.272E-014  4.869E-016  1.997E-016  1.965E-013  8.500E-002  2.304E-014  2.942E-018  1.571E-022  1.857E-014
   1.738E+014  2.000E-009  2.594E-014  5.627E-016  2.292E-016  2.249E-013  8.500E-002  2.642E-014  3.378E-018  2.416E-022  2.392E-014
   1.862E+014  2.269E-009  2.961E-014  6.502E-016  2.632E-016  2.575E-013  8.500E-002  3.029E-014  3.878E-018  3.578E-022  3.085E-014
   1.995E+014  2.553E-009  3.381E-014  7.513E-016  3.022E-016  2.947E-013  8.500E-002  3.474E-014  4.453E-018  5.121E-022  3.981E-014
   2.138E+014  2.865E-009  3.859E-014  8.683E-016  3.470E-016  3.374E-013  8.500E-002  3.983E-014  5.112E-018  7.114E-022  5.139E-014
   2.291E+014  3.230E-009  4.405E-014  1.003E-015  3.984E-016  3.861E-013  8.500E-002  4.567E-014  5.870E-018  9.644E-022  6.632E-014
   2.455E+014  3.688E-009  5.027E-014  1.160E-015  4.574E-016  4.419E-013  8.500E-002  5.236E-014  6.740E-018  1.284E-021  8.551E-014
   2.630E+014  4.308E-009  5.738E-014  1.340E-015  5.252E-016  5.058E-013  8.500E-002  6.004E-014  7.738E-018  1.694E-021  1.100E-013
   2.818E+014  5.200E-009  6.548E-014  1.549E-015  6.030E-016  5.789E-013  8.500E-002  6.884E-014  8.884E-018  2.233E-021  1.413E-013
   3.020E+014  6.539E-009  7.473E-014  1.789E-015  6.923E-016  6.625E-013  8.500E-002  7.892E-014  1.020E-017  2.976E-021  1.807E-013
   3.236E+014  8.596E-009  8.528E-014  2.068E-015  7.949E-016  7.581E-013  8.500E-002  9.048E-014  1.171E-017  4.055E-021  2.300E-013
   3.467E+014  1.178E-008  9.731E-014  2.389E-015  9.126E-016  8.676E-013  8.500E-002  1.037E-013  1.345E-017  5.714E-021  2.913E-013
   3.715E+014  1.668E-008  1.110E-013  2.759E-015  1.048E-015  9.928E-013  8.500E-002  1.189E-013  1.544E-017  8.406E-021  3.665E-013
   3.981E+014  2.415E-008  1.267E-013  3.185E-015  1.203E-015  1.136E-012  8.500E-002  1.363E-013  1.773E-017  1.298E-020  4.579E-013
   4.266E+014  3.538E-008  1.445E-013  3.675E-015  1.381E-015  1.300E-012  8.500E-002  1.563E-013  2.035E-017  2.108E-020  5.675E-013
   4.571E+014  5.200E-008  1.649E-013  4.238E-015  1.586E-015  1.487E-012  8.500E-002  1.792E-013  2.337E-017  3.584E-020  6.976E-013
   4.898E+014  7.619E-008  1.881E-013  4.881E-015  1.821E-015  1.701E-012  8.500E-002  2.054E-013  2.683E-017  6.327E-020  8.503E-013
