   TIME       H          H-         H+         H2+        H3+        He+        He         HeH+       C+         C        
   1.000E+04  3.644E-16  7.376E-14  2.517E-13  7.107E-14  1.380E-21  5.504E-19  1.892E-20  2.242E-17  1.454E-16  9.769E-14
   1.259E+04  4.851E-16  9.460E-14  2.367E-13  9.691E-14  3.042E-21  7.968E-19  3.967E-20  2.889E-17  2.149E-16  1.029E-13
   1.585E+04  6.494E-16  1.198E-13  2.256E-13  1.264E-13  6.362E-21  1.128E-18  7.947E-20  3.751E-17  3.110E-16  1.072E-13
   1.995E+04  8.837E-16  1.504E-13  2.333E-13  1.607E-13  1.286E-20  1.581E-18  1.549E-19  5.257E-17  4.475E-16  1.116E-13
   2.512E+04  1.234E-15  1.875E-13  2.558E-13  2.021E-13  2.547E-20  2.211E-18  2.982E-19  7.794E-17  6.475E-16  1.171E-13
   3.162E+04  1.784E-15  2.327E-13  2.821E-13  2.529E-13  5.002E-20  3.103E-18  5.736E-19  1.177E-16  9.510E-16  1.247E-13
   3.981E+04  2.682E-15  2.878E-13  3.060E-13  3.144E-13  9.805E-20  4.377E-18  1.112E-18  1.787E-16  1.427E-15  1.352E-13
   5.012E+04  4.178E-15  3.545E-13  3.246E-13  3.855E-13  1.916E-19  6.188E-18  2.176E-18  2.722E-16  2.193E-15  1.492E-13
   6.310E+04  6.650E-15  4.345E-13  3.372E-13  4.607E-13  3.692E-19  8.705E-18  4.252E-18  4.136E-16  3.428E-15  1.673E-13
   7.943E+04  1.054E-14  5.290E-13  3.457E-13  5.297E-13  6.843E-19  1.211E-17  8.057E-18  6.201E-16  5.387E-15  1.900E-13
   1.000E+05  1.605E-14  6.390E-13  3.549E-13  5.805E-13  1.178E-18  1.666E-17  1.414E-17  9.034E-16  8.343E-15  2.177E-13
   1.259E+05  2.254E-14  7.647E-13  3.713E-13  6.028E-13  1.802E-18  2.279E-17  2.156E-17  1.250E-15  1.239E-14  2.503E-13
   1.585E+05  2.748E-14  8.984E-13  4.037E-13  5.864E-13  2.352E-18  3.095E-17  2.618E-17  1.570E-15  1.689E-14  2.860E-13
   1.995E+05  2.650E-14  9.951E-13  4.598E-13  5.158E-13  2.631E-18  4.051E-17  2.153E-17  1.615E-15  1.984E-14  3.162E-13
   2.512E+05  2.067E-14  9.434E-13  5.122E-13  3.881E-13  3.225E-18  4.992E-17  8.864E-18  1.124E-15  2.032E-14  3.211E-13
   3.162E+05  3.562E-14  7.141E-13  4.047E-13  2.579E-13  1.178E-17  1.078E-16  1.772E-18  4.416E-16  4.044E-14  3.075E-13
   3.981E+05  1.335E-13  6.754E-13  1.462E-13  2.429E-13  9.602E-17  6.116E-16  3.099E-18  2.031E-16  3.196E-13  3.891E-13
   5.012E+05  1.325E-13  7.367E-13  6.907E-14  2.662E-13  1.811E-16  7.534E-16  4.224E-18  1.386E-16  5.407E-13  4.843E-13
   6.310E+05  9.127E-14  8.209E-13  3.650E-14  3.168E-13  2.355E-16  5.479E-16  3.316E-18  1.102E-16  5.091E-13  5.404E-13
   7.943E+05  5.262E-14  9.227E-13  1.955E-14  3.902E-13  2.915E-16  2.917E-16  1.915E-18  9.592E-17  3.395E-13  5.421E-13
   1.000E+06  2.864E-14  1.043E-12  1.041E-14  4.759E-13  3.571E-16  1.234E-16  9.459E-19  8.789E-17  1.754E-13  4.952E-13
   1.259E+06  1.650E-14  1.186E-12  5.662E-15  5.653E-13  4.298E-16  4.492E-17  4.666E-19  8.276E-17  7.635E-14  4.186E-13
   1.585E+06  1.073E-14  1.356E-12  3.351E-15  6.532E-13  5.040E-16  1.614E-17  2.604E-19  7.908E-17  3.212E-14  3.313E-13
   1.995E+06  7.802E-15  1.553E-12  2.263E-15  7.354E-13  5.730E-16  6.963E-18  1.699E-19  7.628E-17  1.587E-14  2.482E-13
   2.512E+06  6.109E-15  1.771E-12  1.731E-15  8.071E-13  6.301E-16  3.950E-18  1.244E-19  7.424E-17  1.007E-14  1.797E-13
   3.162E+06  5.056E-15  1.983E-12  1.449E-15  8.634E-13  6.706E-16  2.738E-18  9.882E-20  7.294E-17  7.589E-15  1.319E-13
   3.981E+06  4.427E-15  2.156E-12  1.294E-15  9.016E-13  6.944E-16  2.160E-18  8.434E-20  7.226E-17  6.334E-15  1.046E-13
   5.012E+06  4.097E-15  2.264E-12  1.217E-15  9.233E-13  7.058E-16  1.888E-18  7.699E-20  7.196E-17  5.710E-15  9.233E-14
   6.310E+06  3.958E-15  2.314E-12  1.185E-15  9.329E-13  7.102E-16  1.778E-18  7.393E-20  7.185E-17  5.450E-15  8.809E-14
   7.943E+06  3.914E-15  2.331E-12  1.175E-15  9.361E-13  7.115E-16  1.744E-18  7.296E-20  7.181E-17  5.368E-15  8.697E-14
   1.000E+07  3.905E-15  2.334E-12  1.173E-15  9.368E-13  7.117E-16  1.736E-18  7.275E-20  7.180E-17  5.350E-15  8.675E-14
   1.259E+07  3.903E-15  2.335E-12  1.172E-15  9.369E-13  7.118E-16  1.735E-18  7.273E-20  7.180E-17  5.347E-15  8.672E-14
   1.585E+07  3.903E-15  2.335E-12  1.172E-15  9.369E-13  7.118E-16  1.735E-18  7.272E-20  7.180E-17  5.347E-15  8.672E-14
   1.995E+07  3.903E-15  2.335E-12  1.172E-15  9.369E-13  7.118E-16  1.735E-18  7.272E-20  7.180E-17  5.347E-15  8.672E-14
   2.512E+07  3.903E-15  2.335E-12  1.172E-15  9.369E-13  7.118E-16  1.735E-18  7.272E-20  7.180E-17  5.347E-15  8.672E-14
   3.162E+07  3.903E-15  2.335E-12  1.172E-15  9.369E-13  7.118E-16  1.735E-18  7.272E-20  7.180E-17  5.347E-15  8.672E-14
   3.981E+07  3.903E-15  2.335E-12  1.172E-15  9.369E-13  7.118E-16  1.735E-18  7.272E-20  7.180E-17  5.347E-15  8.672E-14
   5.012E+07  3.903E-15  2.335E-12  1.172E-15  9.369E-13  7.118E-16  1.735E-18  7.272E-20  7.180E-17  5.347E-15  8.672E-14
   6.310E+07  3.903E-15  2.335E-12  1.172E-15  9.369E-13  7.118E-16  1.735E-18  7.272E-20  7.180E-17  5.347E-15  8.672E-14
   7.943E+07  3.903E-15  2.335E-12  1.172E-15  9.369E-13  7.118E-16  1.735E-18  7.272E-20  7.180E-17  5.347E-15  8.672E-14
   1.000E+08  3.903E-15  2.335E-12  1.172E-15  9.369E-13  7.118E-16  1.735E-18  7.272E-20  7.180E-17  5.347E-15  8.672E-14
   TIME       CH3CHOH+   HCO2+      PCH2+      HPN+       HCOOH+     C2H5OH+    CH3OCH3    PCH3+      C2H5OH     NS+      



   TIME       H2CS+      CH2PH      NO2+       H2SiO      H2CS       NO2        NS         H2SiO+     HCOOH      CH3OCH3+ 
   1.259E+00  6.736E-21  2.133E-27  2.613E-25  6.134E-35  1.013E-19  4.967E-23  3.464E-17  2.716E-29  4.062E-25  2.664E-35
   1.585E+00  1.573E-20  1.259E-26  2.642E-25  3.019E-34  5.724E-19  6.297E-22  1.655E-16  2.789E-29  2.153E-24  2.857E-34
   1.995E+00  2.773E-20  4.033E-26  2.678E-25  7.754E-34  1.741E-18  3.160E-21  4.310E-16  2.878E-29  6.214E-24  1.157E-33
   2.512E+00  4.476E-20  1.021E-25  2.723E-25  1.521E-33  4.138E-18  1.104E-20  8.690E-16  2.986E-29  1.398E-23  3.133E-33
   3.162E+00  7.062E-20  2.280E-25  2.779E-25  2.552E-33  8.582E-18  3.181E-20  1.509E-15  3.117E-29  2.753E-23  6.731E-33
   3.981E+00  1.122E-19  4.705E-25  2.849E-25  3.843E-33  1.625E-17  8.148E-20  2.363E-15  3.273E-29  5.024E-23  1.239E-32
   5.012E+00  1.811E-19  9.170E-25  2.935E-25  5.338E-33  2.871E-17  1.928E-19  3.414E-15  3.460E-29  8.760E-23  2.042E-32
   6.310E+00  2.963E-19  1.706E-24  3.043E-25  6.961E-33  4.790E-17  4.313E-19  4.621E-15  3.679E-29  1.485E-22  3.114E-32
   7.943E+00  4.852E-19  3.040E-24  3.178E-25  8.645E-33  7.596E-17  9.251E-19  5.914E-15  3.936E-29  2.467E-22  4.494E-32
   1.000E+01  7.842E-19  5.194E-24  3.346E-25  1.035E-32  1.151E-16  1.921E-18  7.215E-15  4.235E-29  4.025E-22  6.241E-32
   1.259E+01  1.234E-18  8.495E-24  3.561E-25  1.209E-32  1.676E-16  3.886E-18  8.444E-15  4.584E-29  6.445E-22  8.432E-32
   1.585E+01  1.868E-18  1.327E-23  3.838E-25  1.391E-32  2.360E-16  7.701E-18  9.534E-15  4.993E-29  1.011E-21  1.117E-31
   1.995E+01  2.701E-18  1.976E-23  4.209E-25  1.593E-32  3.237E-16  1.501E-17  1.045E-14  5.487E-29  1.554E-21  1.458E-31
   2.512E+01  3.715E-18  2.806E-23  4.730E-25  1.833E-32  4.358E-16  2.896E-17  1.120E-14  6.106E-29  2.336E-21  1.882E-31
   3.162E+01  4.866E-18  3.810E-23  5.501E-25  2.141E-32  5.804E-16  5.568E-17  1.184E-14  6.917E-29  3.445E-21  2.408E-31
   3.981E+01  6.112E-18  4.990E-23  6.709E-25  2.564E-32  7.695E-16  1.079E-16  1.244E-14  8.029E-29  4.999E-21  3.069E-31
   5.012E+01  7.455E-18  6.392E-23  8.688E-25  3.183E-32  1.023E-15  2.138E-16  1.312E-14  9.618E-29  7.172E-21  3.932E-31
   6.310E+01  8.984E-18  8.155E-23  1.202E-24  4.138E-32  1.372E-15  4.398E-16  1.398E-14  1.198E-28  1.024E-20  5.129E-31
   7.943E+01  1.090E-17  1.058E-22  1.767E-24  5.693E-32  1.876E-15  9.473E-16  1.512E-14  1.567E-28  1.466E-20  6.924E-31
   1.000E+02  1.352E-17  1.423E-22  2.722E-24  8.390E-32  2.638E-15  2.127E-15  1.668E-14  2.171E-28  2.127E-20  9.829E-31
   1.259E+02  1.732E-17  2.018E-22  4.311E-24  1.344E-31  3.844E-15  4.886E-15  1.883E-14  3.232E-28  3.164E-20  1.487E-30
   1.585E+02  2.305E-17  3.054E-22  6.899E-24  2.387E-31  5.836E-15  1.121E-14  2.182E-14  5.262E-28  4.905E-20  2.421E-30
   1.995E+02  3.184E-17  4.999E-22  1.104E-23  4.838E-31  9.281E-15  2.501E-14  2.603E-14  9.636E-28  8.096E-20  4.281E-30
   2.512E+02  4.532E-17  8.973E-22  1.771E-23  1.172E-30  1.550E-14  5.310E-14  3.203E-14  2.075E-27  1.460E-19  8.263E-30
   3.162E+02  6.514E-17  1.795E-21  2.911E-23  3.644E-30  2.711E-14  1.055E-13  4.062E-14  5.650E-27  2.946E-19  1.740E-29
   3.981E+02  8.999E-17  4.056E-21  5.160E-23  1.611E-29  4.855E-14  1.943E-13  5.239E-14  2.161E-26  6.717E-19  3.924E-29
   5.012E+02  1.082E-16  1.032E-20  1.055E-22  1.115E-28  8.352E-14  3.327E-13  6.570E-14  1.291E-25  1.676E-18  8.965E-29
   6.310E+02  9.840E-17  2.820E-20  2.553E-22  1.188E-27  1.244E-13  5.353E-13  7.403E-14  1.199E-24  4.214E-18  1.917E-28
   7.943E+02  6.280E-17  7.670E-20  6.879E-22  1.564E-26  1.541E-13  8.074E-13  7.156E-14  1.409E-23  9.894E-18  3.863E-28
   1.000E+03  3.326E-17  1.998E-19  1.856E-21  1.908E-25  1.824E-13  1.105E-12  6.285E-14  1.593E-22  2.221E-17  8.460E-28
   1.259E+03  2.128E-17  5.230E-19  4.776E-21  1.909E-24  2.435E-13  1.328E-12  5.408E-14  1.572E-21  5.268E-17  2.248E-27
   1.585E+03  2.116E-17  1.505E-18  1.199E-20  1.659E-23  3.725E-13  1.404E-12  4.623E-14  1.463E-20  1.407E-16  7.476E-27
   1.995E+03  3.237E-17  5.017E-18  2.956E-20  1.310E-22  6.189E-13  1.337E-12  3.900E-14  1.329E-19  4.187E-16  3.048E-26
   2.512E+03  6.896E-17  1.823E-17  6.597E-20  8.568E-22  1.060E-12  1.154E-12  3.341E-14  1.001E-18  1.326E-15  1.366E-25
   3.162E+03  1.699E-16  5.958E-17  1.174E-19  3.934E-21  1.824E-12  9.294E-13  3.110E-14  4.737E-18  4.167E-15  5.790E-25
   3.981E+03  3.937E-16  1.480E-16  1.655E-19  1.214E-20  3.172E-12  7.656E-13  3.202E-14  1.325E-17  1.203E-14  2.111E-24
   5.012E+03  8.036E-16  2.749E-16  2.020E-19  2.771E-20  5.560E-12  6.906E-13  3.473E-14  2.587E-17  3.074E-14  6.527E-24
   6.310E+03  1.475E-15  3.987E-16  2.284E-19  5.199E-20  9.591E-12  6.733E-13  3.780E-14  4.106E-17  6.997E-14  1.755E-23
   7.943E+03  2.498E-15  4.728E-16  2.482E-19  8.603E-20  1.590E-11  6.832E-13  4.029E-14  5.851E-17  1.447E-13  4.210E-23
   1.000E+04  3.954E-15  4.785E-16  2.640E-19  1.315E-19  2.504E-11  7.034E-13  4.176E-14  7.923E-17  2.780E-13  9.228E-23
   1.259E+04  5.878E-15  4.394E-16  2.768E-19  1.909E-19  3.733E-11  7.277E-13  4.214E-14  1.042E-16  5.058E-13  1.893E-22
   1.585E+04  8.229E-15  4.061E-16  2.871E-19  2.676E-19  5.277E-11  7.551E-13  4.166E-14  1.339E-16  8.858E-13  3.706E-22
   1.995E+04  1.091E-14  4.126E-16  2.952E-19  3.658E-19  7.115E-11  7.868E-13  4.071E-14  1.690E-16  1.512E-12  7.029E-22
   2.512E+04  1.387E-14  4.518E-16  3.011E-19  4.920E-19  9.258E-11  8.251E-13  3.981E-14  2.109E-16  2.543E-12  1.306E-21
   3.162E+04  1.715E-14  4.998E-16  3.053E-19  6.573E-19  1.181E-10  8.740E-13  3.935E-14  2.616E-16  4.255E-12  2.395E-21
   3.981E+04  2.093E-14  5.428E-16  3.078E-19  8.806E-19  1.499E-10  9.397E-13  3.951E-14  3.230E-16  7.136E-12  4.354E-21
   5.012E+04  2.543E-14  5.754E-16  3.089E-19  1.190E-18  1.910E-10  1.030E-12  4.027E-14  3.958E-16  1.206E-11  7.812E-21
   6.310E+04  3.084E-14  5.976E-16  3.088E-19  1.619E-18  2.449E-10  1.152E-12  4.163E-14  4.769E-16  2.051E-11  1.366E-20
   7.943E+04  3.747E-14  6.176E-16  3.083E-19  2.203E-18  3.154E-10  1.311E-12  4.354E-14  5.596E-16  3.465E-11  2.276E-20
   1.000E+05  4.594E-14  6.522E-16  3.097E-19  2.959E-18  4.040E-10  1.507E-12  4.581E-14  6.353E-16  5.651E-11  3.521E-20
   1.259E+05  5.739E-14  7.261E-16  3.165E-19  3.855E-18  5.057E-10  1.730E-12  4.799E-14  6.940E-16  8.476E-11  4.914E-20
   1.585E+05  7.344E-14  8.695E-16  3.339E-19  4.734E-18  6.002E-10  1.950E-12  4.915E-14  7.162E-16  1.090E-10  5.924E-20
   1.995E+05  9.420E-14  1.101E-15  3.636E-19  5.137E-18  6.422E-10  2.086E-12  4.784E-14  6.590E-16  1.097E-10  5.439E-20
   2.512E+05  1.105E-13  1.308E-15  3.886E-19  4.330E-18  5.802E-10  2.025E-12  4.392E-14  4.759E-16  8.251E-11  2.708E-20
   3.162E+05  1.049E-13  9.851E-16  3.805E-19  2.577E-18  4.407E-10  1.857E-12  4.561E-14  1.844E-16  6.281E-11  5.876E-21
   3.981E+05  8.076E-14  2.392E-16  4.078E-19  1.651E-18  3.166E-10  2.044E-12  6.713E-14  3.425E-17  1.049E-10  7.296E-21
   5.012E+05  6.333E-14  8.669E-17  4.404E-19  1.847E-18  2.638E-10  2.510E-12  6.516E-14  1.766E-17  1.244E-10  7.193E-21
   6.310E+05  4.369E-14  4.542E-17  4.685E-19  2.200E-18  2.290E-10  3.131E-12  4.758E-14  1.189E-17  1.246E-10  4.332E-21
   7.943E+05  2.561E-14  3.008E-17  4.974E-19  2.615E-18  1.876E-10  3.952E-12  2.980E-14  8.884E-18  1.265E-10  1.981E-21
   1.000E+06  1.397E-14  2.329E-17  5.317E-19  3.063E-18  1.441E-10  5.018E-12  1.924E-14  6.987E-18  1.310E-10  7.933E-22
   1.259E+06  7.847E-15  2.002E-17  5.770E-19  3.528E-18  1.075E-10  6.367E-12  1.423E-14  5.653E-18  1.358E-10  3.240E-22
   1.585E+06  4.772E-15  1.849E-17  6.396E-19  4.006E-18  8.035E-11  8.012E-12  1.188E-14  4.665E-18  1.395E-10  1.528E-22
   1.995E+06  3.157E-15  1.795E-17  7.239E-19  4.492E-18  6.139E-11  9.912E-12  1.073E-14  3.926E-18  1.414E-10  8.619E-23
   2.512E+06  2.257E-15  1.805E-17  8.285E-19  4.969E-18  4.867E-11  1.193E-11  1.021E-14  3.380E-18  1.414E-10  5.602E-23
   3.162E+06  1.746E-15  1.854E-17  9.397E-19  5.398E-18  4.057E-11  1.380E-11  1.008E-14  2.994E-18  1.401E-10  4.064E-23
   3.981E+06  1.467E-15  1.914E-17  1.034E-18  5.728E-18  3.584E-11  1.525E-11  1.016E-14  2.746E-18  1.384E-10  3.265E-23
   5.012E+06  1.330E-15  1.960E-17  1.094E-18  5.931E-18  3.344E-11  1.612E-11  1.029E-14  2.611E-18  1.370E-10  2.883E-23
   6.310E+06  1.274E-15  1.983E-17  1.121E-18  6.024E-18  3.245E-11  1.651E-11  1.036E-14  2.552E-18  1.364E-10  2.728E-23
   7.943E+06  1.257E-15  1.990E-17  1.129E-18  6.054E-18  3.214E-11  1.663E-11  1.039E-14  2.534E-18  1.361E-10  2.681E-23
   1.000E+07  1.253E-15  1.992E-17  1.131E-18  6.061E-18  3.207E-11  1.666E-11  1.040E-14  2.530E-18  1.361E-10  2.670E-23
   1.259E+07  1.252E-15  1.992E-17  1.131E-18  6.062E-18  3.206E-11  1.666E-11  1.040E-14  2.529E-18  1.361E-10  2.669E-23
   1.585E+07  1.252E-15  1.992E-17  1.131E-18  6.062E-18  3.206E-11  1.666E-11  1.040E-14  2.529E-18  1.361E-10  2.669E-23
   1.995E+07  1.252E-15  1.992E-17  1.131E-18  6.062E-18  3.206E-11  1.666E-11  1.040E-14  2.529E-18  1.361E-10  2.669E-23
   2.512E+07  1.252E-15  1.992E-17  1.131E-18  6.062E-18  3.206E-11  1.666E-11  1.040E-14  2.529E-18  1.361E-10  2.669E-23
   3.162E+07  1.252E-15  1.992E-17  1.131E-18  6.062E-18  3.206E-11  1.666E-11  1.040E-14  2.529E-18  1.361E-10  2.669E-23
   3.981E+07  1.252E-15  1.992E-17  1.131E-18  6.062E-18  3.206E-11  1.666E-11  1.040E-14  2.529E-18  1.361E-10  2.669E-23
   5.012E+07  1.252E-15  1.992E-17  1.131E-18  6.062E-18  3.206E-11  1.666E-11  1.040E-14  2.529E-18  1.361E-10  2.669E-23
   6.310E+07  1.252E-15  1.992E-17  1.131E-18  6.062E-18  3.206E-11  1.666E-11  1.040E-14  2.529E-18  1.361E-10  2.669E-23
   7.943E+07  1.252E-15  1.992E-17  1.131E-18  6.062E-18  3.206E-11  1.666E-11  1.040E-14  2.529E-18  1.361E-10  2.669E-23
   1.000E+08  1.252E-15  1.992E-17  1.131E-18  6.062E-18  3.206E-11  1.666E-11  1.040E-14  2.529E-18  1.361E-10  2.669E-23
   TIME       H2CS+      CH2PH      NO2+       H2SiO      H2CS       NO2        NS         H2SiO+     HCOOH      CH3OCH3+ 



   TIME       HNS+       H3SiO+     CCl        PO         SiF+       PNH2+      PCH4+      CCl+       PO+        H3CS+    
   1.259E+00  3.283E-26  1.616E-37  7.977E-18  5.411E-17  3.811E-25  5.895E-26  2.520E-28  8.837E-13  4.358E-19  6.145E-21
   1.585E+00  1.123E-25  1.661E-37  1.720E-17  2.602E-16  1.464E-24  1.256E-25  6.638E-28  7.432E-13  1.753E-18  1.613E-20
   1.995E+00  2.585E-25  1.717E-37  2.655E-17  6.949E-16  2.875E-24  1.929E-25  1.290E-27  5.978E-13  4.360E-18  3.119E-20
   2.512E+00  4.958E-25  1.786E-37  3.533E-17  1.451E-15  4.392E-24  2.611E-25  2.226E-27  4.547E-13  8.782E-18  5.356E-20
   3.162E+00  8.517E-25  1.869E-37  4.269E-17  2.628E-15  6.005E-24  3.320E-25  3.603E-27  3.225E-13  1.559E-17  8.609E-20
   3.981E+00  1.355E-24  1.970E-37  4.768E-17  4.320E-15  7.886E-24  4.089E-25  5.585E-27  2.095E-13  2.531E-17  1.323E-19
   5.012E+00  2.039E-24  2.091E-37  4.956E-17  6.586E-15  1.032E-23  4.964E-25  8.367E-27  1.220E-13  3.831E-17  1.962E-19
   6.310E+00  2.938E-24  2.237E-37  4.800E-17  9.427E-15  1.362E-23  5.995E-25  1.216E-26  6.194E-14  5.462E-17  2.816E-19
   7.943E+00  4.103E-24  2.411E-37  4.328E-17  1.277E-14  1.811E-23  7.232E-25  1.715E-26  2.652E-14  7.383E-17  3.912E-19
   1.000E+01  5.606E-24  2.620E-37  3.628E-17  1.646E-14  2.395E-23  8.736E-25  2.348E-26  9.190E-15  9.511E-17  5.258E-19
   1.259E+01  7.566E-24  2.871E-37  2.823E-17  2.029E-14  3.107E-23  1.060E-24  3.118E-26  2.452E-15  1.173E-16  6.828E-19
   1.585E+01  1.020E-23  3.179E-37  2.029E-17  2.404E-14  3.918E-23  1.300E-24  4.018E-26  4.741E-16  1.391E-16  8.564E-19
   1.995E+01  1.392E-23  3.565E-37  1.336E-17  2.755E-14  4.788E-23  1.630E-24  5.036E-26  6.194E-17  1.596E-16  1.039E-18
   2.512E+01  1.961E-23  4.069E-37  7.936E-18  3.072E-14  5.691E-23  2.126E-24  6.171E-26  5.139E-18  1.783E-16  1.223E-18
   3.162E+01  2.913E-23  4.755E-37  4.169E-18  3.361E-14  6.650E-23  2.945E-24  7.453E-26  3.760E-19  1.954E-16  1.406E-18
   3.981E+01  4.639E-23  5.731E-37  1.890E-18  3.641E-14  7.751E-23  4.408E-24  8.970E-26  1.591E-19  2.121E-16  1.594E-18
   5.012E+01  7.945E-23  7.184E-37  7.189E-19  3.944E-14  9.155E-23  7.162E-24  1.090E-25  1.612E-19  2.301E-16  1.801E-18
   6.310E+01  1.439E-22  9.460E-37  2.225E-19  4.309E-14  1.112E-22  1.249E-23  1.356E-25  1.713E-19  2.519E-16  2.049E-18
   7.943E+01  2.679E-22  1.323E-36  5.428E-20  4.785E-14  1.405E-22  2.291E-23  1.749E-25  1.850E-19  2.805E-16  2.374E-18
   1.000E+02  4.979E-22  1.991E-36  1.021E-20  5.431E-14  1.867E-22  4.336E-23  2.370E-25  2.034E-19  3.193E-16  2.829E-18
   1.259E+02  9.033E-22  3.280E-36  1.575E-21  6.331E-14  2.636E-22  8.353E-23  3.414E-25  2.285E-19  3.737E-16  3.495E-18
   1.585E+02  1.575E-21  6.055E-36  3.920E-22  7.621E-14  4.002E-22  1.629E-22  5.293E-25  2.635E-19  4.522E-16  4.510E-18
   1.995E+02  2.615E-21  1.296E-35  3.652E-22  9.540E-14  6.639E-22  3.221E-22  8.970E-25  3.142E-19  5.701E-16  6.120E-18
   2.512E+02  4.144E-21  3.398E-35  5.299E-22  1.254E-13  1.230E-21  6.563E-22  1.694E-24  3.917E-19  7.565E-16  8.781E-18
   3.162E+02  6.376E-21  1.190E-34  8.525E-22  1.753E-13  2.623E-21  1.432E-21  3.658E-24  5.193E-19  1.072E-15  1.335E-17
   3.981E+02  9.913E-21  6.309E-34  1.505E-21  2.646E-13  6.695E-21  3.591E-21  9.297E-24  7.516E-19  1.648E-15  2.137E-17
   5.012E+02  1.635E-20  5.735E-33  2.932E-21  4.330E-13  2.112E-20  1.129E-20  2.820E-23  1.225E-18  2.775E-15  3.507E-17
   6.310E+02  2.897E-20  8.917E-32  6.197E-21  7.475E-13  8.241E-20  4.566E-20  9.896E-23  2.291E-18  5.011E-15  5.650E-17
   7.943E+02  5.253E-20  1.872E-30  1.372E-20  1.268E-12  3.794E-19  2.152E-19  3.732E-22  4.779E-18  9.222E-15  8.785E-17
   1.000E+03  9.342E-20  3.854E-29  3.062E-20  1.970E-12  1.869E-18  1.026E-18  1.452E-21  1.038E-17  1.672E-14  1.391E-16
   1.259E+03  1.665E-19  6.888E-28  6.661E-20  2.740E-12  8.898E-18  4.763E-18  6.113E-21  2.216E-17  3.034E-14  2.451E-16
   1.585E+03  3.099E-19  1.170E-26  1.400E-19  3.466E-12  3.992E-17  2.279E-17  3.060E-20  4.591E-17  5.758E-14  5.072E-16
   1.995E+03  6.083E-19  1.995E-25  2.871E-19  4.083E-12  1.705E-16  1.141E-16  1.897E-19  9.248E-17  1.168E-13  1.236E-15
   2.512E+03  1.213E-18  2.785E-24  5.790E-19  4.560E-12  6.664E-16  5.295E-16  1.285E-18  1.788E-16  2.421E-13  3.353E-15
   3.162E+03  2.240E-18  2.181E-23  1.148E-18  4.864E-12  2.162E-15  1.842E-15  6.978E-18  3.230E-16  4.614E-13  9.041E-15
   3.981E+03  3.590E-18  8.572E-23  2.186E-18  4.915E-12  5.460E-15  4.337E-15  2.462E-17  5.380E-16  7.489E-13  2.173E-14
   5.012E+03  5.087E-18  2.080E-22  3.899E-18  4.634E-12  1.079E-14  7.277E-15  5.789E-17  8.354E-16  1.024E-12  4.458E-14
   6.310E+03  6.586E-18  3.817E-22  6.495E-18  4.009E-12  1.732E-14  9.334E-15  9.896E-17  1.230E-15  1.183E-12  7.854E-14
   7.943E+03  8.030E-18  6.057E-22  1.021E-17  3.138E-12  2.380E-14  9.646E-15  1.330E-16  1.740E-15  1.174E-12  1.230E-13
   1.000E+04  9.437E-18  8.986E-22  1.539E-17  2.238E-12  2.950E-14  8.417E-15  1.503E-16  2.384E-15  1.034E-12  1.769E-13
   1.259E+04  1.083E-17  1.286E-21  2.261E-17  1.529E-12  3.423E-14  6.612E-15  1.534E-16  3.195E-15  8.574E-13  2.379E-13
   1.585E+04  1.222E-17  1.794E-21  3.278E-17  1.103E-12  3.833E-14  5.193E-15  1.571E-16  4.216E-15  7.375E-13  3.033E-13
   1.995E+04  1.369E-17  2.464E-21  4.741E-17  8.964E-13  4.259E-14  4.442E-15  1.763E-16  5.510E-15  7.037E-13  3.722E-13
   2.512E+04  1.538E-17  3.357E-21  6.894E-17  7.952E-13  4.792E-14  4.052E-15  2.121E-16  7.150E-15  7.244E-13  4.474E-13
   3.162E+04  1.748E-17  4.578E-21  1.014E-16  7.303E-13  5.504E-14  3.704E-15  2.570E-16  9.219E-15  7.640E-13  5.348E-13
   3.981E+04  2.020E-17  6.276E-21  1.511E-16  6.818E-13  6.456E-14  3.303E-15  3.050E-16  1.178E-14  8.092E-13  6.397E-13
   5.012E+04  2.376E-17  8.642E-21  2.274E-16  6.468E-13  7.719E-14  2.854E-15  3.511E-16  1.484E-14  8.573E-13  7.647E-13
   6.310E+04  2.835E-17  1.187E-20  3.413E-16  6.247E-13  9.382E-14  2.396E-15  3.908E-16  1.830E-14  9.063E-13  9.116E-13
   7.943E+04  3.406E-17  1.608E-20  5.002E-16  6.152E-13  1.152E-13  1.984E-15  4.232E-16  2.201E-14  9.535E-13  1.083E-12
   1.000E+05  4.084E-17  2.132E-20  6.953E-16  6.178E-13  1.414E-13  1.674E-15  4.546E-16  2.602E-14  9.970E-13  1.284E-12
   1.259E+05  4.818E-17  2.733E-20  8.818E-16  6.305E-13  1.692E-13  1.512E-15  4.966E-16  3.073E-14  1.033E-12  1.517E-12
   1.585E+05  5.438E-17  3.283E-20  9.570E-16  6.479E-13  1.891E-13  1.545E-15  5.594E-16  3.683E-14  1.048E-12  1.766E-12
   1.995E+05  5.505E-17  3.386E-20  7.793E-16  6.576E-13  1.844E-13  1.833E-15  6.301E-16  4.375E-14  1.003E-12  1.953E-12
   2.512E+05  4.572E-17  2.568E-20  3.778E-16  6.550E-13  1.538E-13  2.342E-15  6.167E-16  4.475E-14  8.612E-13  1.893E-12
