   TIME       H          H-         H+         H2+        H3+        He+        He         HeH+       C+         C        
   1.259E+00  5.005E-05  3.510E-15  1.190E-12  2.825E-13  5.349E-12  9.547E-12  9.000E-02  4.345E-15  1.399E-04  1.249E-07
   1.585E+00  5.009E-05  3.514E-15  2.687E-12  2.826E-13  5.357E-12  2.155E-11  9.000E-02  4.345E-15  1.397E-04  2.833E-07
   1.995E+00  5.016E-05  3.519E-15  4.572E-12  2.826E-13  5.366E-12  3.662E-11  9.000E-02  4.346E-15  1.395E-04  4.845E-07
   2.512E+00  5.025E-05  3.525E-15  6.942E-12  2.827E-13  5.378E-12  5.556E-11  9.000E-02  4.348E-15  1.392E-04  7.401E-07
   3.162E+00  5.037E-05  3.534E-15  9.923E-12  2.828E-13  5.393E-12  7.931E-11  9.000E-02  4.349E-15  1.388E-04  1.065E-06
   3.981E+00  5.054E-05  3.546E-15  1.367E-11  2.829E-13  5.413E-12  1.091E-10  9.000E-02  4.351E-15  1.384E-04  1.479E-06
   5.012E+00  5.077E-05  3.561E-15  1.838E-11  2.830E-13  5.437E-12  1.464E-10  9.000E-02  4.353E-15  1.378E-04  2.005E-06
   6.310E+00  5.109E-05  3.581E-15  2.429E-11  2.832E-13  5.469E-12  1.929E-10  9.000E-02  4.356E-15  1.371E-04  2.674E-06
   7.943E+00  5.152E-05  3.608E-15  3.170E-11  2.834E-13  5.509E-12  2.510E-10  9.000E-02  4.360E-15  1.362E-04  3.521E-06
   1.000E+01  5.211E-05  3.644E-15  4.099E-11  2.837E-13  5.561E-12  3.232E-10  9.000E-02  4.365E-15  1.350E-04  4.591E-06
   1.259E+01  5.288E-05  3.690E-15  5.260E-11  2.840E-13  5.627E-12  4.127E-10  9.000E-02  4.371E-15  1.336E-04  5.935E-06
   1.585E+01  5.389E-05  3.750E-15  6.709E-11  2.844E-13  5.711E-12  5.230E-10  9.000E-02  4.379E-15  1.318E-04  7.616E-06
   1.995E+01  5.520E-05  3.828E-15  8.513E-11  2.849E-13  5.818E-12  6.582E-10  9.000E-02  4.388E-15  1.295E-04  9.703E-06
   2.512E+01  5.687E-05  3.926E-15  1.075E-10  2.855E-13  5.955E-12  8.225E-10  9.000E-02  4.399E-15  1.268E-04  1.228E-05
   3.162E+01  5.897E-05  4.052E-15  1.352E-10  2.862E-13  6.130E-12  1.020E-09  9.000E-02  4.413E-15  1.234E-04  1.542E-05
   3.981E+01  6.160E-05  4.210E-15  1.692E-10  2.871E-13  6.355E-12  1.253E-09  9.000E-02  4.429E-15  1.193E-04  1.923E-05
   5.012E+01  6.486E-05  4.409E-15  2.107E-10  2.881E-13  6.644E-12  1.523E-09  9.000E-02  4.448E-15  1.145E-04  2.378E-05
   6.310E+01  6.888E-05  4.658E-15  2.609E-10  2.892E-13  7.018E-12  1.824E-09  9.000E-02  4.469E-15  1.087E-04  2.915E-05
   7.943E+01  7.378E-05  4.971E-15  3.210E-10  2.904E-13  7.504E-12  2.145E-09  9.000E-02  4.493E-15  1.020E-04  3.539E-05
   1.000E+02  7.971E-05  5.363E-15  3.916E-10  2.917E-13  8.140E-12  2.462E-09  9.000E-02  4.517E-15  9.428E-05  4.250E-05
   1.259E+02  8.680E-05  5.856E-15  4.723E-10  2.927E-13  8.984E-12  2.734E-09  9.000E-02  4.540E-15  8.558E-05  5.044E-05
   1.585E+02  9.518E-05  6.479E-15  5.607E-10  2.935E-13  1.012E-11  2.912E-09  9.000E-02  4.558E-15  7.595E-05  5.913E-05
   1.995E+02  1.049E-04  7.277E-15  6.505E-10  2.938E-13  1.170E-11  2.942E-09  9.000E-02  4.569E-15  6.548E-05  6.844E-05
   2.512E+02  1.157E-04  8.322E-15  7.308E-10  2.935E-13  1.400E-11  2.797E-09  9.000E-02  4.570E-15  5.433E-05  7.818E-05
   3.162E+02  1.274E-04  9.753E-15  7.861E-10  2.928E-13  1.757E-11  2.512E-09  9.000E-02  4.563E-15  4.275E-05  8.809E-05
   3.981E+02  1.389E-04  1.185E-14  8.035E-10  2.919E-13  2.355E-11  2.179E-09  9.000E-02  4.552E-15  3.124E-05  9.774E-05
   5.012E+02  1.492E-04  1.519E-14  7.871E-10  2.911E-13  3.427E-11  1.905E-09  9.000E-02  4.543E-15  2.072E-05  1.064E-04
   6.310E+02  1.569E-04  2.076E-14  7.696E-10  2.907E-13  5.378E-11  1.747E-09  9.000E-02  4.538E-15  1.240E-05  1.130E-04
   7.943E+02  1.618E-04  2.955E-14  7.943E-10  2.907E-13  8.648E-11  1.700E-09  9.000E-02  4.537E-15  6.902E-06  1.172E-04
   1.000E+03  1.647E-04  4.133E-14  8.761E-10  2.908E-13  1.329E-10  1.711E-09  9.000E-02  4.539E-15  3.752E-06  1.194E-04
   1.259E+03  1.665E-04  5.454E-14  9.879E-10  2.908E-13  1.880E-10  1.723E-09  9.000E-02  4.540E-15  2.032E-06  1.204E-04
   1.585E+03  1.677E-04  6.736E-14  1.085E-09  2.908E-13  2.449E-10  1.711E-09  9.000E-02  4.539E-15  1.070E-06  1.207E-04
   1.995E+03  1.686E-04  7.799E-14  1.149E-09  2.907E-13  2.947E-10  1.684E-09  9.000E-02  4.538E-15  5.337E-07  1.206E-04
   2.512E+03  1.694E-04  8.500E-14  1.199E-09  2.906E-13  3.290E-10  1.655E-09  9.000E-02  4.536E-15  2.596E-07  1.202E-04
   3.162E+03  1.701E-04  8.858E-14  1.249E-09  2.905E-13  3.471E-10  1.624E-09  9.000E-02  4.535E-15  1.366E-07  1.196E-04
   3.981E+03  1.710E-04  9.016E-14  1.249E-09  2.904E-13  3.553E-10  1.580E-09  9.000E-02  4.532E-15  8.377E-08  1.189E-04
   5.012E+03  1.720E-04  9.084E-14  1.180E-09  2.902E-13  3.590E-10  1.520E-09  9.000E-02  4.529E-15  5.908E-08  1.180E-04
   6.310E+03  1.733E-04  9.113E-14  1.083E-09  2.899E-13  3.608E-10  1.448E-09  9.000E-02  4.525E-15  4.618E-08  1.169E-04
   7.943E+03  1.749E-04  9.123E-14  9.853E-10  2.897E-13  3.618E-10  1.368E-09  9.000E-02  4.521E-15  3.846E-08  1.155E-04
   1.000E+04  1.769E-04  9.122E-14  8.922E-10  2.893E-13  3.623E-10  1.279E-09  9.000E-02  4.516E-15  3.304E-08  1.137E-04
   1.259E+04  1.794E-04  9.113E-14  8.041E-10  2.890E-13  3.627E-10  1.183E-09  9.000E-02  4.510E-15  2.877E-08  1.115E-04
   1.585E+04  1.825E-04  9.097E-14  7.202E-10  2.887E-13  3.630E-10  1.081E-09  9.000E-02  4.505E-15  2.517E-08  1.087E-04
   1.995E+04  1.863E-04  9.073E-14  6.400E-10  2.883E-13  3.632E-10  9.764E-10  9.000E-02  4.499E-15  2.197E-08  1.052E-04
   2.512E+04  1.909E-04  9.043E-14  5.633E-10  2.880E-13  3.634E-10  8.709E-10  9.000E-02  4.493E-15  1.902E-08  1.008E-04
   3.162E+04  1.965E-04  9.008E-14  4.905E-10  2.876E-13  3.636E-10  7.676E-10  9.000E-02  4.487E-15  1.623E-08  9.535E-05
   3.981E+04  2.031E-04  8.968E-14  4.227E-10  2.873E-13  3.637E-10  6.692E-10  9.000E-02  4.482E-15  1.358E-08  8.861E-05
   5.012E+04  2.107E-04  8.928E-14  3.613E-10  2.870E-13  3.637E-10  5.785E-10  9.000E-02  4.477E-15  1.111E-08  8.042E-05
   6.310E+04  2.191E-04  8.894E-14  3.083E-10  2.867E-13  3.636E-10  4.974E-10  9.000E-02  4.473E-15  8.929E-09  7.069E-05
   7.943E+04  2.279E-04  8.874E-14  2.665E-10  2.864E-13  3.633E-10  4.276E-10  9.000E-02  4.469E-15  7.148E-09  5.952E-05
   1.000E+05  2.365E-04  8.882E-14  2.389E-10  2.863E-13  3.629E-10  3.697E-10  9.000E-02  4.466E-15  5.863E-09  4.730E-05
   1.259E+05  2.435E-04  8.936E-14  2.299E-10  2.861E-13  3.627E-10  3.239E-10  9.000E-02  4.463E-15  5.139E-09  3.476E-05
   1.585E+05  2.478E-04  9.059E-14  2.484E-10  2.860E-13  3.631E-10  2.892E-10  9.000E-02  4.461E-15  5.089E-09  2.286E-05
   1.995E+05  2.477E-04  9.272E-14  3.157E-10  2.859E-13  3.641E-10  2.644E-10  9.000E-02  4.460E-15  6.016E-09  1.266E-05
   2.512E+05  2.423E-04  9.592E-14  4.713E-10  2.858E-13  3.647E-10  2.478E-10  9.000E-02  4.459E-15  8.390E-09  4.977E-06
   3.162E+05  2.320E-04  1.001E-13  7.129E-10  2.858E-13  3.644E-10  2.377E-10  9.000E-02  4.458E-15  1.135E-08  5.106E-07
   3.981E+05  2.204E-04  1.047E-13  5.744E-10  2.858E-13  3.661E-10  2.318E-10  9.000E-02  4.458E-15  8.257E-09  1.233E-08
   5.012E+05  2.107E-04  1.091E-13  3.982E-10  2.858E-13  3.686E-10  2.259E-10  9.000E-02  4.458E-15  5.709E-09  3.551E-09
   6.310E+05  2.031E-04  1.134E-13  2.898E-10  2.858E-13  3.715E-10  2.198E-10  9.000E-02  4.458E-15  4.189E-09  1.573E-09
   7.943E+05  1.976E-04  1.172E-13  2.207E-10  2.857E-13  3.750E-10  2.133E-10  9.000E-02  4.457E-15  3.177E-09  9.083E-10
   1.000E+06  1.936E-04  1.209E-13  1.745E-10  2.857E-13  3.790E-10  2.065E-10  9.000E-02  4.457E-15  2.474E-09  6.122E-10
   1.259E+06  1.906E-04  1.245E-13  1.424E-10  2.857E-13  3.837E-10  1.996E-10  9.000E-02  4.457E-15  1.975E-09  4.488E-10
   1.585E+06  1.880E-04  1.283E-13  1.194E-10  2.857E-13  3.891E-10  1.929E-10  9.000E-02  4.456E-15  1.615E-09  3.466E-10
   1.995E+06  1.854E-04  1.322E-13  1.028E-10  2.857E-13  3.951E-10  1.868E-10  9.000E-02  4.456E-15  1.355E-09  2.788E-10
   2.512E+06  1.827E-04  1.362E-13  9.093E-11  2.857E-13  4.014E-10  1.817E-10  9.000E-02  4.456E-15  1.172E-09  2.332E-10
   3.162E+06  1.803E-04  1.398E-13  8.279E-11  2.856E-13  4.073E-10  1.778E-10  9.000E-02  4.456E-15  1.048E-09  2.033E-10
   3.981E+06  1.784E-04  1.425E-13  7.772E-11  2.856E-13  4.121E-10  1.752E-10  9.000E-02  4.456E-15  9.729E-10  1.851E-10
   5.012E+06  1.772E-04  1.442E-13  7.501E-11  2.856E-13  4.152E-10  1.738E-10  9.000E-02  4.456E-15  9.331E-10  1.755E-10
   6.310E+06  1.766E-04  1.449E-13  7.386E-11  2.856E-13  4.166E-10  1.733E-10  9.000E-02  4.456E-15  9.164E-10  1.714E-10
   7.943E+06  1.764E-04  1.452E-13  7.349E-11  2.856E-13  4.171E-10  1.731E-10  9.000E-02  4.456E-15  9.111E-10  1.701E-10
   1.000E+07  1.764E-04  1.452E-13  7.341E-11  2.856E-13  4.172E-10  1.730E-10  9.000E-02  4.456E-15  9.100E-10  1.698E-10
   1.259E+07  1.764E-04  1.452E-13  7.340E-11  2.856E-13  4.172E-10  1.730E-10  9.000E-02  4.456E-15  9.098E-10  1.698E-10
   1.585E+07  1.764E-04  1.452E-13  7.340E-11  2.856E-13  4.172E-10  1.730E-10  9.000E-02  4.456E-15  9.098E-10  1.698E-10
   1.995E+07  1.764E-04  1.452E-13  7.340E-11  2.856E-13  4.172E-10  1.730E-10  9.000E-02  4.456E-15  9.098E-10  1.698E-10
   2.512E+07  1.764E-04  1.452E-13  7.340E-11  2.856E-13  4.172E-10  1.730E-10  9.000E-02  4.456E-15  9.098E-10  1.698E-10
   3.162E+07  1.764E-04  1.452E-13  7.340E-11  2.856E-13  4.172E-10  1.730E-10  9.000E-02  4.456E-15  9.098E-10  1.698E-10
   3.981E+07  1.764E-04  1.452E-13  7.340E-11  2.856E-13  4.172E-10  1.730E-10  9.000E-02  4.456E-15  9.098E-10  1.698E-10
   5.012E+07  1.764E-04  1.452E-13  7.340E-11  2.856E-13  4.172E-10  1.730E-10  9.000E-02  4.456E-15  9.098E-10  1.698E-10
   6.310E+07  1.764E-04  1.452E-13  7.340E-11  2.856E-13  4.172E-10  1.730E-10  9.000E-02  4.456E-15  9.098E-10  1.698E-10
   7.943E+07  1.764E-04  1.452E-13  7.340E-11  2.856E-13  4.172E-10  1.730E-10  9.000E-02  4.456E-15  9.098E-10  1.698E-10
   1.000E+08  1.764E-04  1.452E-13  7.340E-11  2.856E-13  4.172E-10  1.730E-10  9.000E-02  4.456E-15  9.098E-10  1.698E-10
   TIME       H          H-         H+         H2+        H3+        He+        He         HeH+       C+         C        



   TIME       C-         CH         CH-        CH+        CH2        CH2+       N+         N          NH+        NH       
   1.259E+00  6.075E-16  1.004E-08  8.204E-22  4.212E-12  1.851E-09  8.013E-11  3.810E-14  7.500E-05  5.612E-17  2.195E-15
   1.585E+00  1.469E-15  2.214E-08  5.724E-21  9.332E-12  4.193E-09  8.226E-11  8.513E-14  7.500E-05  6.222E-17  5.145E-15
   1.995E+00  2.563E-15  3.622E-08  1.775E-20  1.528E-11  7.066E-09  8.473E-11  1.429E-13  7.500E-05  6.972E-17  8.947E-15
   2.512E+00  3.954E-15  5.230E-08  4.116E-20  2.205E-11  1.056E-08  8.756E-11  2.135E-13  7.500E-05  7.887E-17  1.394E-14
   3.162E+00  5.723E-15  7.020E-08  8.194E-20  2.956E-11  1.476E-08  9.070E-11  2.989E-13  7.500E-05  8.997E-17  2.061E-14
   3.981E+00  7.974E-15  8.955E-08  1.482E-19  3.764E-11  1.974E-08  9.410E-11  4.015E-13  7.500E-05  1.033E-16  2.960E-14
   5.012E+00  1.084E-14  1.097E-07  2.504E-19  4.600E-11  2.549E-08  9.762E-11  5.234E-13  7.500E-05  1.191E-16  4.171E-14
   6.310E+00  1.447E-14  1.299E-07  4.010E-19  5.426E-11  3.197E-08  1.011E-10  6.666E-13  7.500E-05  1.377E-16  5.774E-14
   7.943E+00  1.908E-14  1.491E-07  6.134E-19  6.195E-11  3.900E-08  1.044E-10  8.331E-13  7.499E-05  1.594E-16  7.843E-14
   1.000E+01  2.490E-14  1.662E-07  9.005E-19  6.864E-11  4.625E-08  1.072E-10  1.026E-12  7.499E-05  1.845E-16  1.043E-13
   1.259E+01  3.222E-14  1.807E-07  1.272E-18  7.398E-11  5.328E-08  1.094E-10  1.250E-12  7.498E-05  2.138E-16  1.356E-13
   1.585E+01  4.136E-14  1.923E-07  1.731E-18  7.783E-11  5.958E-08  1.109E-10  1.520E-12  7.498E-05  2.490E-16  1.731E-13
   1.995E+01  5.271E-14  2.011E-07  2.275E-18  8.024E-11  6.472E-08  1.116E-10  1.864E-12  7.497E-05  2.939E-16  2.186E-13
   2.512E+01  6.669E-14  2.078E-07  2.898E-18  8.139E-11  6.847E-08  1.117E-10  2.343E-12  7.495E-05  3.566E-16  2.759E-13
   3.162E+01  8.378E-14  2.131E-07  3.600E-18  8.154E-11  7.089E-08  1.111E-10  3.071E-12  7.494E-05  4.518E-16  3.529E-13
   3.981E+01  1.045E-13  2.177E-07  4.402E-18  8.091E-11  7.226E-08  1.099E-10  4.237E-12  7.491E-05  6.044E-16  4.645E-13
   5.012E+01  1.292E-13  2.224E-07  5.368E-18  7.964E-11  7.298E-08  1.082E-10  6.128E-12  7.489E-05  8.523E-16  6.373E-13
   6.310E+01  1.583E-13  2.274E-07  6.639E-18  7.779E-11  7.332E-08  1.059E-10  9.120E-12  7.485E-05  1.245E-15  9.145E-13
   7.943E+01  1.921E-13  2.332E-07  8.492E-18  7.533E-11  7.341E-08  1.030E-10  1.361E-11  7.480E-05  1.835E-15  1.359E-12
   1.000E+02  2.305E-13  2.400E-07  1.148E-17  7.220E-11  7.321E-08  9.928E-11  1.985E-11  7.475E-05  2.659E-15  2.054E-12
   1.259E+02  2.733E-13  2.477E-07  1.679E-17  6.825E-11  7.257E-08  9.459E-11  2.769E-11  7.468E-05  3.699E-15  3.089E-12
   1.585E+02  3.200E-13  2.562E-07  2.729E-17  6.327E-11  7.122E-08  8.868E-11  3.632E-11  7.459E-05  4.848E-15  4.542E-12
   1.995E+02  3.696E-13  2.648E-07  5.064E-17  5.699E-11  6.876E-08  8.120E-11  4.408E-11  7.448E-05  5.891E-15  6.452E-12
   2.512E+02  4.210E-13  2.719E-07  1.103E-16  4.911E-11  6.460E-08  7.176E-11  4.892E-11  7.434E-05  6.554E-15  8.814E-12
   3.162E+02  4.723E-13  2.736E-07  2.889E-16  3.936E-11  5.799E-08  5.995E-11  4.950E-11  7.417E-05  6.655E-15  1.166E-11
   3.981E+02  5.204E-13  2.629E-07  9.206E-16  2.799E-11  4.827E-08  4.577E-11  4.631E-11  7.398E-05  6.252E-15  1.516E-11
   5.012E+02  5.598E-13  2.300E-07  3.464E-15  1.645E-11  3.584E-08  3.057E-11  4.120E-11  7.376E-05  5.585E-15  1.933E-11
   6.310E+02  5.838E-13  1.736E-07  1.374E-14  7.521E-12  2.341E-08  1.747E-11  3.554E-11  7.356E-05  4.838E-15  2.294E-11
   7.943E+02  5.890E-13  1.120E-07  4.880E-14  2.752E-12  1.446E-08  8.969E-12  2.978E-11  7.340E-05  4.070E-15  2.394E-11
   1.000E+03  5.793E-13  6.630E-08  1.463E-13  9.390E-13  9.550E-09  4.550E-12  2.459E-11  7.328E-05  3.373E-15  2.244E-11
   1.259E+03  5.642E-13  3.896E-08  4.050E-13  3.661E-13  7.112E-09  2.383E-12  2.085E-11  7.319E-05  2.872E-15  2.021E-11
   1.585E+03  5.461E-13  2.336E-08  1.076E-12  2.010E-13  5.861E-09  1.271E-12  1.870E-11  7.311E-05  2.582E-15  1.801E-11
   1.995E+03  5.045E-13  1.460E-08  2.370E-12  1.669E-13  5.204E-09  6.882E-13  1.761E-11  7.303E-05  2.439E-15  1.538E-11
   2.512E+03  4.111E-13  1.007E-08  3.260E-12  1.745E-13  4.879E-09  4.073E-13  1.718E-11  7.296E-05  2.385E-15  1.220E-11
   3.162E+03  2.895E-13  8.022E-09  2.513E-12  1.927E-13  4.731E-09  2.917E-13  1.705E-11  7.289E-05  2.374E-15  9.452E-12
   3.981E+03  2.015E-13  7.170E-09  1.582E-12  2.108E-13  4.657E-09  2.496E-13  1.694E-11  7.281E-05  2.369E-15  7.736E-12
   5.012E+03  1.568E-13  6.810E-09  1.198E-12  2.261E-13  4.606E-09  2.351E-13  1.679E-11  7.271E-05  2.360E-15  6.786E-12
   6.310E+03  1.338E-13  6.647E-09  1.061E-12  2.388E-13  4.560E-09  2.313E-13  1.661E-11  7.259E-05  2.347E-15  6.271E-12
   7.943E+03  1.194E-13  6.564E-09  9.982E-13  2.498E-13  4.508E-09  2.316E-13  1.641E-11  7.244E-05  2.331E-15  5.974E-12
   1.000E+04  1.086E-13  6.514E-09  9.646E-13  2.597E-13  4.445E-09  2.336E-13  1.617E-11  7.225E-05  2.307E-15  5.779E-12
   1.259E+04  9.953E-14  6.479E-09  9.477E-13  2.690E-13  4.368E-09  2.363E-13  1.590E-11  7.202E-05  2.277E-15  5.641E-12
   1.585E+04  9.143E-14  6.451E-09  9.436E-13  2.778E-13  4.271E-09  2.393E-13  1.558E-11  7.172E-05  2.239E-15  5.552E-12
   1.995E+04  8.381E-14  6.425E-09  9.513E-13  2.861E-13  4.150E-09  2.424E-13  1.521E-11  7.134E-05  2.192E-15  5.512E-12
   2.512E+04  7.631E-14  6.393E-09  9.716E-13  2.939E-13  3.998E-09  2.452E-13  1.480E-11  7.086E-05  2.137E-15  5.531E-12
   3.162E+04  6.867E-14  6.347E-09  1.007E-12  3.007E-13  3.809E-09  2.476E-13  1.434E-11  7.024E-05  2.074E-15  5.624E-12
   3.981E+04  6.075E-14  6.275E-09  1.063E-12  3.057E-13  3.576E-09  2.486E-13  1.382E-11  6.946E-05  2.003E-15  5.814E-12
   5.012E+04  5.257E-14  6.157E-09  1.150E-12  3.071E-13  3.290E-09  2.471E-13  1.327E-11  6.847E-05  1.926E-15  6.133E-12
   6.310E+04  4.424E-14  5.964E-09  1.285E-12  3.020E-13  2.947E-09  2.410E-13  1.269E-11  6.721E-05  1.845E-15  6.623E-12
   7.943E+04  3.596E-14  5.657E-09  1.497E-12  2.868E-13  2.544E-09  2.276E-13  1.213E-11  6.567E-05  1.763E-15  7.333E-12
   1.000E+05  2.793E-14  5.192E-09  1.832E-12  2.587E-13  2.091E-09  2.049E-13  1.163E-11  6.381E-05  1.686E-15  8.318E-12
   1.259E+05  2.036E-14  4.536E-09  2.342E-12  2.168E-13  1.607E-09  1.723E-13  1.125E-11  6.165E-05  1.622E-15  9.631E-12
   1.585E+05  1.341E-14  3.680E-09  3.030E-12  1.627E-13  1.122E-09  1.313E-13  1.106E-11  5.928E-05  1.579E-15  1.132E-11
   1.995E+05  7.339E-15  2.663E-09  3.650E-12  1.005E-13  6.745E-10  8.496E-14  1.110E-11  5.678E-05  1.565E-15  1.346E-11
   2.512E+05  2.831E-15  1.605E-09  3.486E-12  4.050E-14  3.028E-10  4.153E-14  1.137E-11  5.424E-05  1.588E-15  1.634E-11
   3.162E+05  6.972E-16  7.149E-10  1.400E-12  3.832E-15  6.147E-11  1.611E-14  1.191E-11  5.168E-05  1.652E-15  2.062E-11
   3.981E+05  9.563E-17  3.370E-10  3.510E-13  1.519E-16  2.144E-11  9.517E-15  1.274E-11  4.887E-05  1.763E-15  2.394E-11
   5.012E+05  3.079E-17  1.958E-10  1.548E-13  6.755E-17  1.366E-11  6.435E-15  1.375E-11  4.551E-05  1.899E-15  2.726E-11
   6.310E+05  1.052E-17  1.206E-10  6.039E-14  3.865E-17  9.471E-12  4.625E-15  1.490E-11  4.155E-05  2.053E-15  3.162E-11
   7.943E+05  3.186E-18  8.014E-11  2.087E-14  2.518E-17  7.027E-12  3.456E-15  1.614E-11  3.697E-05  2.219E-15  3.735E-11
   1.000E+06  8.957E-19  5.871E-11  6.719E-15  1.850E-17  5.577E-12  2.669E-15  1.743E-11  3.182E-05  2.391E-15  4.479E-11
   1.259E+06  2.725E-19  4.700E-11  2.183E-15  1.500E-17  4.694E-12  2.122E-15  1.868E-11  2.625E-05  2.559E-15  5.430E-11
   1.585E+06  1.137E-19  4.010E-11  8.125E-16  1.295E-17  4.135E-12  1.732E-15  1.980E-11  2.061E-05  2.709E-15  6.612E-11
   1.995E+06  6.918E-20  3.565E-11  3.871E-16  1.157E-17  3.768E-12  1.453E-15  2.069E-11  1.536E-05  2.827E-15  8.013E-11
   2.512E+06  5.246E-20  3.255E-11  2.320E-16  1.056E-17  3.527E-12  1.256E-15  2.128E-11  1.103E-05  2.905E-15  9.543E-11
   3.162E+06  4.417E-20  3.033E-11  1.624E-16  9.824E-18  3.374E-12  1.124E-15  2.157E-11  7.992E-06  2.942E-15  1.101E-10
   3.981E+06  3.970E-20  2.883E-11  1.280E-16  9.336E-18  3.288E-12  1.043E-15  2.164E-11  6.261E-06  2.951E-15  1.218E-10
   5.012E+06  3.746E-20  2.797E-11  1.116E-16  9.062E-18  3.245E-12  1.000E-15  2.162E-11  5.480E-06  2.948E-15  1.290E-10
   6.310E+06  3.652E-20  2.758E-11  1.050E-16  8.942E-18  3.227E-12  9.825E-16  2.160E-11  5.206E-06  2.944E-15  1.322E-10
   7.943E+06  3.622E-20  2.745E-11  1.029E-16  8.903E-18  3.222E-12  9.768E-16  2.158E-11  5.133E-06  2.943E-15  1.332E-10
   1.000E+07  3.615E-20  2.742E-11  1.025E-16  8.894E-18  3.221E-12  9.756E-16  2.158E-11  5.119E-06  2.942E-15  1.334E-10
   1.259E+07  3.615E-20  2.741E-11  1.024E-16  8.893E-18  3.221E-12  9.755E-16  2.158E-11  5.117E-06  2.942E-15  1.335E-10
   1.585E+07  3.614E-20  2.741E-11  1.024E-16  8.893E-18  3.221E-12  9.754E-16  2.158E-11  5.117E-06  2.942E-15  1.335E-10
   1.995E+07  3.614E-20  2.741E-11  1.024E-16  8.893E-18  3.221E-12  9.754E-16  2.158E-11  5.117E-06  2.942E-15  1.335E-10
   2.512E+07  3.614E-20  2.741E-11  1.024E-16  8.893E-18  3.221E-12  9.754E-16  2.158E-11  5.117E-06  2.942E-15  1.335E-10
   3.162E+07  3.614E-20  2.741E-11  1.024E-16  8.893E-18  3.221E-12  9.754E-16  2.158E-11  5.117E-06  2.942E-15  1.335E-10
   3.981E+07  3.614E-20  2.741E-11  1.024E-16  8.893E-18  3.221E-12  9.754E-16  2.158E-11  5.117E-06  2.942E-15  1.335E-10
   5.012E+07  3.614E-20  2.741E-11  1.024E-16  8.893E-18  3.221E-12  9.754E-16  2.158E-11  5.117E-06  2.942E-15  1.335E-10
   6.310E+07  3.614E-20  2.741E-11  1.024E-16  8.893E-18  3.221E-12  9.754E-16  2.158E-11  5.117E-06  2.942E-15  1.335E-10
   7.943E+07  3.614E-20  2.741E-11  1.024E-16  8.893E-18  3.221E-12  9.754E-16  2.158E-11  5.117E-06  2.942E-15  1.335E-10
   1.000E+08  3.614E-20  2.741E-11  1.024E-16  8.893E-18  3.221E-12  9.754E-16  2.158E-11  5.117E-06  2.942E-15  1.335E-10
   TIME       C-         CH         CH-        CH+        CH2        CH2+       N+         N          NH+        NH       



   TIME       CH3        CH3+       NH2+       O+         CH4+       NH2        O-         CH4        O          NH3      
   1.259E+00  3.904E-12  2.013E-10  1.507E-16  1.497E-15  2.149E-19  1.389E-15  1.590E-13  9.451E-14  3.200E-04  6.268E-18
   1.585E+00  8.901E-12  2.069E-10  1.673E-16  1.497E-15  2.241E-19  3.176E-15  1.588E-13  2.460E-13  3.200E-04  1.324E-17
   1.995E+00  1.506E-11  2.135E-10  1.876E-16  1.498E-15  2.378E-19  5.305E-15  1.586E-13  4.744E-13  3.200E-04  2.028E-17
   2.512E+00  2.263E-11  2.210E-10  2.124E-16  1.499E-15  2.578E-19  7.823E-15  1.583E-13  8.133E-13  3.200E-04  2.740E-17
   3.162E+00  3.186E-11  2.296E-10  2.426E-16  1.500E-15  2.866E-19  1.078E-14  1.579E-13  1.306E-12  3.200E-04  3.479E-17
   3.981E+00  4.308E-11  2.389E-10  2.790E-16  1.502E-15  3.268E-19  1.424E-14  1.575E-13  2.006E-12  3.200E-04  4.277E-17
   5.012E+00  5.660E-11  2.489E-10  3.224E-16  1.505E-15  3.808E-19  1.827E-14  1.569E-13  2.972E-12  3.200E-04  5.182E-17
   6.310E+00  7.283E-11  2.592E-10  3.737E-16  1.511E-15  4.505E-19  2.294E-14  1.562E-13  4.262E-12  3.200E-04  6.241E-17
   7.943E+00  9.218E-11  2.694E-10  4.338E-16  1.519E-15  5.359E-19  2.835E-14  1.553E-13  5.917E-12  3.200E-04  7.498E-17
   1.000E+01  1.151E-10  2.790E-10  5.040E-16  1.531E-15  6.346E-19  3.462E-14  1.542E-13  7.945E-12  3.200E-04  9.006E-17
   1.259E+01  1.422E-10  2.878E-10  5.866E-16  1.550E-15  7.420E-19  4.196E-14  1.527E-13  1.030E-11  3.199E-04  1.084E-16
   1.585E+01  1.737E-10  2.957E-10  6.872E-16  1.575E-15  8.524E-19  5.080E-14  1.509E-13  1.290E-11  3.199E-04  1.316E-16
   1.995E+01  2.097E-10  3.029E-10  8.171E-16  1.608E-15  9.606E-19  6.209E-14  1.486E-13  1.561E-11  3.199E-04  1.626E-16
   2.512E+01  2.497E-10  3.096E-10  1.000E-15  1.647E-15  1.065E-18  7.785E-14  1.458E-13  1.832E-11  3.198E-04  2.080E-16
   3.162E+01  2.926E-10  3.163E-10  1.281E-15  1.689E-15  1.169E-18  1.022E-13  1.424E-13  2.098E-11  3.197E-04  2.810E-16
   3.981E+01  3.377E-10  3.237E-10  1.737E-15  1.730E-15  1.281E-18  1.429E-13  1.382E-13  2.363E-11  3.195E-04  4.073E-16
