  **  PHYSICAL PARAMETERS  **


   RADIUS      n(Htot)     TEMP        A_UV EFF    RAD. EFF    C K(PH)     C K(IP)     C K(AP)     CO K(PH)    CO K(IP)    CO K(AP)    DELTA_AUV   
   1.585E+017  8.974E+002  1.000E+001  3.537E-001  5.129E-001  1.695E-010  0.000E+000  0.000E+000  2.008E-012  0.000E+000  0.000E+000  1.401E+003
   1.778E+017  7.128E+002  1.000E+001  3.152E-001  5.471E-001  1.824E-010  0.000E+000  0.000E+000  2.472E-012  0.000E+000  0.000E+000  1.401E+003
   1.995E+017  5.662E+002  1.000E+001  2.809E-001  5.802E-001  1.941E-010  0.000E+000  0.000E+000  3.004E-012  0.000E+000  0.000E+000  1.401E+003
   2.239E+017  4.498E+002  1.000E+001  2.504E-001  6.118E-001  2.062E-010  0.000E+000  0.000E+000  3.738E-012  0.000E+000  0.000E+000  1.401E+003
   2.512E+017  3.573E+002  1.000E+001  2.231E-001  6.420E-001  2.169E-010  0.000E+000  0.000E+000  4.613E-012  0.000E+000  0.000E+000  1.401E+003
   2.818E+017  2.838E+002  1.000E+001  1.989E-001  6.706E-001  2.275E-010  0.000E+000  0.000E+000  5.857E-012  0.000E+000  0.000E+000  1.401E+003
   3.162E+017  2.254E+002  1.000E+001  1.773E-001  6.976E-001  2.372E-010  0.000E+000  0.000E+000  7.628E-012  0.000E+000  0.000E+000  1.401E+003
   3.548E+017  1.791E+002  1.000E+001  1.580E-001  7.229E-001  2.468E-010  0.000E+000  0.000E+000  1.062E-011  0.000E+000  0.000E+000  1.401E+003
   3.981E+017  1.422E+002  1.000E+001  1.408E-001  7.465E-001  2.560E-010  0.000E+000  0.000E+000  1.683E-011  0.000E+000  0.000E+000  1.401E+003
   4.467E+017  1.130E+002  1.000E+001  1.255E-001  7.685E-001  2.635E-010  0.000E+000  0.000E+000  3.226E-011  0.000E+000  0.000E+000  1.401E+003
   5.012E+017  8.974E+001  1.000E+001  1.118E-001  7.889E-001  2.713E-010  0.000E+000  0.000E+000  1.310E-010  0.000E+000  0.000E+000  1.401E+003
   5.623E+017  7.128E+001  1.000E+001  9.968E-002  8.078E-001  2.783E-010  0.000E+000  0.000E+000  1.912E-010  0.000E+000  0.000E+000  1.401E+003
   6.310E+017  5.662E+001  1.000E+001  8.884E-002  8.253E-001  2.848E-010  0.000E+000  0.000E+000  1.956E-010  0.000E+000  0.000E+000  1.401E+003
   7.079E+017  4.498E+001  1.000E+001  7.918E-002  8.413E-001  2.907E-010  0.000E+000  0.000E+000  1.994E-010  0.000E+000  0.000E+000  1.401E+003
   7.943E+017  3.573E+001  1.000E+001  7.056E-002  8.561E-001  2.962E-010  0.000E+000  0.000E+000  2.029E-010  0.000E+000  0.000E+000  1.401E+003
   8.913E+017  2.838E+001  1.000E+001  6.289E-002  8.696E-001  3.013E-010  0.000E+000  0.000E+000  2.061E-010  0.000E+000  0.000E+000  1.401E+003
   1.000E+018  2.254E+001  1.000E+001  5.605E-002  8.820E-001  3.060E-010  0.000E+000  0.000E+000  2.091E-010  0.000E+000  0.000E+000  1.401E+003
