  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  8.500E-002  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.072E+014  5.493E-008  8.832E-014  1.572E-015  7.263E-016  7.420E-013  8.500E-002  8.489E-014  1.070E-017  1.938E-021  1.591E-014
   1.148E+014  1.266E-007  1.010E-013  1.804E-015  8.339E-016  8.503E-013  8.500E-002  9.738E-014  1.229E-017  8.172E-021  1.930E-014
   1.230E+014  2.176E-007  1.155E-013  2.070E-015  9.575E-016  9.743E-013  8.500E-002  1.117E-013  1.411E-017  2.237E-020  2.344E-014
   1.318E+014  3.318E-007  1.320E-013  2.374E-015  1.099E-015  1.116E-012  8.500E-002  1.281E-013  1.620E-017  5.188E-020  2.855E-014
   1.413E+014  4.739E-007  1.509E-013  2.724E-015  1.262E-015  1.279E-012  8.500E-002  1.470E-013  1.860E-017  1.097E-019  3.487E-014
   1.514E+014  6.491E-007  1.725E-013  3.126E-015  1.449E-015  1.465E-012  8.500E-002  1.686E-013  2.135E-017  2.180E-019  4.280E-014
   1.622E+014  8.635E-007  1.971E-013  3.587E-015  1.664E-015  1.679E-012  8.500E-002  1.934E-013  2.452E-017  4.140E-019  5.288E-014
   1.738E+014  1.124E-006  2.253E-013  4.114E-015  1.910E-015  1.923E-012  8.500E-002  2.218E-013  2.815E-017  7.585E-019  6.603E-014
   1.862E+014  1.438E-006  2.574E-013  4.715E-015  2.193E-015  2.203E-012  8.500E-002  2.544E-013  3.232E-017  1.350E-018  8.372E-014
   1.995E+014  1.813E-006  2.941E-013  5.399E-015  2.518E-015  2.524E-012  8.500E-002  2.917E-013  3.711E-017  2.341E-018  1.085E-013
   2.138E+014  2.260E-006  3.360E-013  6.172E-015  2.891E-015  2.891E-012  8.500E-002  3.346E-013  4.260E-017  3.969E-018  1.449E-013
   2.291E+014  2.788E-006  3.838E-013  7.041E-015  3.320E-015  3.311E-012  8.500E-002  3.837E-013  4.892E-017  6.590E-018  2.008E-013
   2.455E+014  3.408E-006  4.384E-013  8.011E-015  3.812E-015  3.791E-012  8.500E-002  4.400E-013  5.616E-017  1.072E-017  2.905E-013
   2.630E+014  4.134E-006  5.006E-013  9.085E-015  4.376E-015  4.341E-012  8.500E-002  5.046E-013  6.448E-017  1.711E-017  4.391E-013
   2.818E+014  4.978E-006  5.716E-013  1.026E-014  5.025E-015  4.971E-012  8.500E-002  5.786E-013  7.404E-017  2.678E-017  6.905E-013
   3.020E+014  5.954E-006  6.526E-013  1.154E-014  5.769E-015  5.691E-012  8.500E-002  6.634E-013  8.500E-017  4.113E-017  1.121E-012
   3.236E+014  7.080E-006  7.449E-013  1.292E-014  6.624E-015  6.515E-012  8.500E-002  7.606E-013  9.760E-017  6.203E-017  1.860E-012
   3.467E+014  8.372E-006  8.501E-013  1.438E-014  7.605E-015  7.457E-012  8.500E-002  8.721E-013  1.121E-016  9.183E-017  3.123E-012
   3.715E+014  9.848E-006  9.701E-013  1.593E-014  8.732E-015  8.534E-012  8.500E-002  9.998E-013  1.287E-016  1.335E-016  5.270E-012
   3.981E+014  1.153E-005  1.107E-012  1.755E-014  1.003E-014  9.765E-012  8.500E-002  1.146E-012  1.477E-016  1.908E-016  8.878E-012
   4.266E+014  1.344E-005  1.262E-012  1.922E-014  1.151E-014  1.117E-011  8.500E-002  1.314E-012  1.696E-016  2.680E-016  1.488E-011
   4.571E+014  1.559E-005  1.440E-012  2.095E-014  1.322E-014  1.278E-011  8.500E-002  1.506E-012  1.947E-016  3.704E-016  2.472E-011
   4.898E+014  1.802E-005  1.641E-012  2.273E-014  1.517E-014  1.462E-011  8.500E-002  1.727E-012  2.236E-016  5.039E-016  4.069E-011
   5.248E+014  2.076E-005  1.871E-012  2.455E-014  1.742E-014  1.671E-011  8.500E-002  1.979E-012  2.567E-016  6.755E-016  6.627E-011
   5.623E+014  2.382E-005  2.132E-012  2.643E-014  2.000E-014  1.910E-011  8.500E-002  2.268E-012  2.947E-016  8.928E-016  1.068E-010
   6.026E+014  2.725E-005  2.429E-012  2.836E-014  2.297E-014  2.183E-011  8.500E-002  2.599E-012  3.384E-016  1.165E-015  1.701E-010
   6.457E+014  3.107E-005  2.767E-012  3.036E-014  2.637E-014  2.494E-011  8.500E-002  2.979E-012  3.885E-016  1.501E-015  2.682E-010
   6.918E+014  3.532E-005  3.152E-012  3.244E-014  3.028E-014  2.848E-011  8.500E-002  3.413E-012  4.461E-016  1.914E-015  4.184E-010
   7.413E+014  4.004E-005  3.589E-012  3.464E-014  3.476E-014  3.252E-011  8.500E-002  3.911E-012  5.122E-016  2.416E-015  6.463E-010
   7.943E+014  4.526E-005  4.086E-012  3.696E-014  3.991E-014  3.710E-011  8.500E-002  4.481E-012  5.880E-016  3.023E-015  9.885E-010
   8.511E+014  5.104E-005  4.651E-012  3.942E-014  4.582E-014  4.231E-011  8.500E-002  5.134E-012  6.751E-016  3.751E-015  1.498E-009
