  **  PHYSICAL PARAMETERS  **


   RADIUS      n(Htot)     TEMP        A_UV EFF    RAD. EFF    C K(PH)     C K(IP)     C K(AP)     CO K(PH)    CO K(IP)    CO K(AP)    DELTA_AUV   
   1.000E+014  9.016E+006  1.759E+003  2.242E+000  3.752E-002  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  3.363E+000
   1.072E+014  7.853E+006  1.722E+003  2.092E+000  4.531E-002  1.139E-011  0.000E+000  0.000E+000  1.803E-014  0.000E+000  0.000E+000  3.513E+000
   1.148E+014  6.840E+006  1.687E+003  1.953E+000  5.413E-002  1.378E-011  0.000E+000  0.000E+000  2.281E-014  0.000E+000  0.000E+000  3.652E+000
   1.230E+014  5.957E+006  1.653E+003  1.822E+000  6.401E-002  1.673E-011  0.000E+000  0.000E+000  2.913E-014  0.000E+000  0.000E+000  3.783E+000
   1.318E+014  5.188E+006  1.619E+003  1.701E+000  7.497E-002  1.996E-011  0.000E+000  0.000E+000  3.653E-014  0.000E+000  0.000E+000  3.904E+000
   1.413E+014  4.519E+006  1.585E+003  1.587E+000  8.700E-002  2.358E-011  0.000E+000  0.000E+000  4.542E-014  0.000E+000  0.000E+000  4.018E+000
   1.514E+014  3.936E+006  1.553E+003  1.481E+000  1.001E-001  2.782E-011  0.000E+000  0.000E+000  5.663E-014  0.000E+000  0.000E+000  4.124E+000
   1.622E+014  3.428E+006  1.521E+003  1.382E+000  1.143E-001  3.240E-011  0.000E+000  0.000E+000  6.971E-014  0.000E+000  0.000E+000  4.223E+000
   1.738E+014  2.986E+006  1.490E+003  1.290E+000  1.294E-001  3.705E-011  0.000E+000  0.000E+000  8.402E-014  0.000E+000  0.000E+000  4.315E+000
   1.862E+014  2.600E+006  1.459E+003  1.204E+000  1.456E-001  4.185E-011  0.000E+000  0.000E+000  9.995E-014  0.000E+000  0.000E+000  4.401E+000
   1.995E+014  2.265E+006  1.429E+003  1.124E+000  1.626E-001  4.813E-011  0.000E+000  0.000E+000  1.225E-013  0.000E+000  0.000E+000  4.481E+000
   2.138E+014  1.973E+006  1.400E+003  1.049E+000  1.805E-001  5.332E-011  0.000E+000  0.000E+000  1.428E-013  0.000E+000  0.000E+000  4.556E+000
   2.291E+014  1.718E+006  1.371E+003  9.787E-001  1.992E-001  5.971E-011  0.000E+000  0.000E+000  1.698E-013  0.000E+000  0.000E+000  4.626E+000
   2.455E+014  1.496E+006  1.343E+003  9.134E-001  2.186E-001  6.597E-011  0.000E+000  0.000E+000  1.985E-013  0.000E+000  0.000E+000  4.692E+000
   2.630E+014  1.303E+006  1.316E+003  8.524E-001  2.386E-001  7.314E-011  0.000E+000  0.000E+000  2.344E-013  0.000E+000  0.000E+000  4.753E+000
   2.818E+014  1.135E+006  1.289E+003  7.955E-001  2.591E-001  7.965E-011  0.000E+000  0.000E+000  2.699E-013  0.000E+000  0.000E+000  4.810E+000
