  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  8.500E-002  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.072E+014  4.924E-007  1.530E-013  3.528E-015  1.453E-015  1.372E-012  8.500E-002  1.646E-013  2.140E-017  2.624E-018  8.100E-013
   1.148E+014  1.100E-006  1.742E-013  4.066E-015  1.668E-015  1.566E-012  8.500E-002  1.886E-013  2.457E-017  1.139E-017  1.484E-012
   1.230E+014  1.829E-006  1.982E-013  4.690E-015  1.915E-015  1.788E-012  8.500E-002  2.160E-013  2.821E-017  2.337E-017  2.549E-012
   1.318E+014  2.688E-006  2.255E-013  5.384E-015  2.199E-015  2.042E-012  8.500E-002  2.475E-013  3.239E-017  3.775E-017  4.202E-012
   1.413E+014  3.689E-006  2.567E-013  6.141E-015  2.524E-015  2.332E-012  8.500E-002  2.835E-013  3.719E-017  5.523E-017  6.721E-012
   1.514E+014  4.849E-006  2.920E-013  6.958E-015  2.898E-015  2.662E-012  8.500E-002  3.248E-013  4.270E-017  7.693E-017  1.050E-011
   1.622E+014  6.184E-006  3.323E-013  7.827E-015  3.328E-015  3.040E-012  8.500E-002  3.720E-013  4.903E-017  1.042E-016  1.609E-011
   1.738E+014  7.715E-006  3.782E-013  8.740E-015  3.821E-015  3.470E-012  8.500E-002  4.261E-013  5.629E-017  1.387E-016  2.426E-011
   1.862E+014  9.462E-006  4.304E-013  9.689E-015  4.387E-015  3.961E-012  8.500E-002  4.881E-013  6.463E-017  1.822E-016  3.610E-011
   1.995E+014  1.145E-005  4.900E-013  1.066E-014  5.037E-015  4.520E-012  8.500E-002  5.591E-013  7.421E-017  2.372E-016  5.313E-011
   2.138E+014  1.369E-005  5.580E-013  1.165E-014  5.783E-015  5.158E-012  8.500E-002  6.404E-013  8.520E-017  3.067E-016  7.752E-011
   2.291E+014  1.622E-005  6.357E-013  1.266E-014  6.639E-015  5.886E-012  8.500E-002  7.335E-013  9.783E-017  3.944E-016  1.123E-010
