  **  PHYSICAL PARAMETERS  **


   RADIUS      n(Htot)     TEMP        A_UV EFF    RAD. EFF    C K(PH)     C K(IP)     C K(AP)     CO K(PH)    CO K(IP)    CO K(AP)    DELTA_AUV   
   1.000E+014  4.508E+006  7.728E+002  1.121E+000  1.632E-001  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  1.682E+000
   1.072E+014  3.927E+006  7.389E+002  1.046E+000  1.812E-001  5.356E-011  0.000E+000  0.000E+000  5.749E-014  0.000E+000  0.000E+000  1.756E+000
   1.148E+014  3.420E+006  7.065E+002  9.764E-001  1.999E-001  5.965E-011  0.000E+000  0.000E+000  6.779E-014  0.000E+000  0.000E+000  1.826E+000
   1.230E+014  2.979E+006  6.754E+002  9.112E-001  2.192E-001  6.630E-011  0.000E+000  0.000E+000  8.002E-014  0.000E+000  0.000E+000  1.891E+000
   1.318E+014  2.594E+006  6.458E+002  8.504E-001  2.393E-001  7.315E-011  0.000E+000  0.000E+000  9.376E-014  0.000E+000  0.000E+000  1.952E+000
   1.413E+014  2.259E+006  6.174E+002  7.936E-001  2.598E-001  8.004E-011  0.000E+000  0.000E+000  1.088E-013  0.000E+000  0.000E+000  2.009E+000
   1.514E+014  1.968E+006  5.903E+002  7.407E-001  2.808E-001  8.805E-011  0.000E+000  0.000E+000  1.280E-013  0.000E+000  0.000E+000  2.062E+000
   1.622E+014  1.714E+006  5.644E+002  6.912E-001  3.021E-001  9.486E-011  0.000E+000  0.000E+000  1.459E-013  0.000E+000  0.000E+000  2.111E+000
   1.738E+014  1.493E+006  5.396E+002  6.451E-001  3.238E-001  1.020E-010  0.000E+000  0.000E+000  1.664E-013  0.000E+000  0.000E+000  2.157E+000
   1.862E+014  1.300E+006  5.159E+002  6.020E-001  3.456E-001  1.097E-010  0.000E+000  0.000E+000  1.904E-013  0.000E+000  0.000E+000  2.201E+000
   1.995E+014  1.132E+006  4.933E+002  5.618E-001  3.676E-001  1.175E-010  0.000E+000  0.000E+000  2.168E-013  0.000E+000  0.000E+000  2.241E+000
   2.138E+014  9.863E+005  4.716E+002  5.243E-001  3.896E-001  1.255E-010  0.000E+000  0.000E+000  2.472E-013  0.000E+000  0.000E+000  2.278E+000
   2.291E+014  8.590E+005  4.509E+002  4.893E-001  4.117E-001  1.331E-010  0.000E+000  0.000E+000  2.784E-013  0.000E+000  0.000E+000  2.313E+000
   2.455E+014  7.482E+005  4.311E+002  4.567E-001  4.336E-001  1.418E-010  0.000E+000  0.000E+000  3.182E-013  0.000E+000  0.000E+000  2.346E+000
   2.630E+014  6.516E+005  4.122E+002  4.262E-001  4.553E-001  1.498E-010  0.000E+000  0.000E+000  3.590E-013  0.000E+000  0.000E+000  2.376E+000
   2.818E+014  5.676E+005  3.941E+002  3.978E-001  4.769E-001  1.570E-010  0.000E+000  0.000E+000  3.991E-013  0.000E+000  0.000E+000  2.405E+000
   3.020E+014  4.943E+005  3.768E+002  3.712E-001  4.981E-001  1.643E-010  0.000E+000  0.000E+000  4.440E-013  0.000E+000  0.000E+000  2.431E+000
   3.236E+014  4.305E+005  3.602E+002  3.464E-001  5.191E-001  1.718E-010  0.000E+000  0.000E+000  4.946E-013  0.000E+000  0.000E+000  2.456E+000
   3.467E+014  3.750E+005  3.444E+002  3.233E-001  5.397E-001  1.800E-010  0.000E+000  0.000E+000  5.566E-013  0.000E+000  0.000E+000  2.479E+000
   3.715E+014  3.266E+005  3.293E+002  3.017E-001  5.598E-001  1.875E-010  0.000E+000  0.000E+000  6.196E-013  0.000E+000  0.000E+000  2.501E+000
   3.981E+014  2.845E+005  3.148E+002  2.816E-001  5.795E-001  1.946E-010  0.000E+000  0.000E+000  6.854E-013  0.000E+000  0.000E+000  2.521E+000
   4.266E+014  2.477E+005  3.010E+002  2.628E-001  5.987E-001  2.012E-010  0.000E+000  0.000E+000  7.539E-013  0.000E+000  0.000E+000  2.540E+000
   4.571E+014  2.158E+005  2.878E+002  2.453E-001  6.174E-001  2.078E-010  0.000E+000  0.000E+000  8.291E-013  0.000E+000  0.000E+000  2.557E+000
   4.898E+014  1.879E+005  2.752E+002  2.289E-001  6.355E-001  2.147E-010  0.000E+000  0.000E+000  9.167E-013  0.000E+000  0.000E+000  2.574E+000
   5.248E+014  1.637E+005  2.631E+002  2.136E-001  6.531E-001  2.211E-010  0.000E+000  0.000E+000  1.009E-012  0.000E+000  0.000E+000  2.589E+000
   5.623E+014  1.426E+005  2.515E+002  1.994E-001  6.700E-001  2.273E-010  0.000E+000  0.000E+000  1.107E-012  0.000E+000  0.000E+000  2.603E+000
   6.026E+014  1.242E+005  2.405E+002  1.860E-001  6.864E-001  2.335E-010  0.000E+000  0.000E+000  1.217E-012  0.000E+000  0.000E+000  2.617E+000
   6.457E+014  1.081E+005  2.299E+002  1.736E-001  7.022E-001  2.391E-010  0.000E+000  0.000E+000  1.328E-012  0.000E+000  0.000E+000  2.629E+000
   6.918E+014  9.419E+004  2.198E+002  1.620E-001  7.174E-001  2.451E-010  0.000E+000  0.000E+000  1.464E-012  0.000E+000  0.000E+000  2.641E+000
