  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  8.500E-002  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.072E+014  6.157E-010  1.337E-014  2.440E-016  1.089E-016  1.114E-013  8.500E-002  1.277E-014  1.605E-018  1.384E-024  2.508E-015
   1.148E+014  1.243E-009  1.530E-014  2.812E-016  1.251E-016  1.277E-013  8.500E-002  1.465E-014  1.843E-018  3.749E-024  3.043E-015
   1.230E+014  1.885E-009  1.750E-014  3.241E-016  1.436E-016  1.464E-013  8.500E-002  1.681E-014  2.116E-018  7.520E-024  3.697E-015
   1.318E+014  2.550E-009  2.003E-014  3.735E-016  1.649E-016  1.678E-013  8.500E-002  1.929E-014  2.430E-018  1.337E-023  4.495E-015
   1.413E+014  3.246E-009  2.291E-014  4.305E-016  1.893E-016  1.923E-013  8.500E-002  2.213E-014  2.790E-018  2.226E-023  5.471E-015
   1.514E+014  3.983E-009  2.622E-014  4.961E-016  2.174E-016  2.204E-013  8.500E-002  2.539E-014  3.203E-018  3.563E-023  6.667E-015
   1.622E+014  4.778E-009  2.999E-014  5.718E-016  2.496E-016  2.526E-013  8.500E-002  2.913E-014  3.677E-018  5.557E-023  8.133E-015
   1.738E+014  5.657E-009  3.432E-014  6.590E-016  2.866E-016  2.895E-013  8.500E-002  3.342E-014  4.222E-018  8.524E-023  9.932E-015
   1.862E+014  6.667E-009  3.926E-014  7.595E-016  3.290E-016  3.318E-013  8.500E-002  3.834E-014  4.848E-018  1.295E-022  1.214E-014
   1.995E+014  7.884E-009  4.491E-014  8.753E-016  3.778E-016  3.803E-013  8.500E-002  4.399E-014  5.566E-018  1.963E-022  1.486E-014
   2.138E+014  9.438E-009  5.138E-014  1.009E-015  4.337E-016  4.359E-013  8.500E-002  5.047E-014  6.391E-018  2.986E-022  1.821E-014
   2.291E+014  1.154E-008  5.878E-014  1.163E-015  4.980E-016  4.995E-013  8.500E-002  5.790E-014  7.337E-018  4.597E-022  2.234E-014
   2.455E+014  1.451E-008  6.724E-014  1.340E-015  5.718E-016  5.725E-013  8.500E-002  6.643E-014  8.425E-018  7.221E-022  2.743E-014
   2.630E+014  1.886E-008  7.692E-014  1.544E-015  6.565E-016  6.560E-013  8.500E-002  7.621E-014  9.673E-018  1.168E-021  3.371E-014
   2.818E+014  2.536E-008  8.798E-014  1.778E-015  7.537E-016  7.518E-013  8.500E-002  8.744E-014  1.111E-017  1.961E-021  4.148E-014
   3.020E+014  3.509E-008  1.006E-013  2.048E-015  8.654E-016  8.615E-013  8.500E-002  1.003E-013  1.275E-017  3.439E-021  5.110E-014
   3.236E+014  4.965E-008  1.151E-013  2.359E-015  9.936E-016  9.873E-013  8.500E-002  1.151E-013  1.464E-017  6.310E-021  6.301E-014
   3.467E+014  7.121E-008  1.317E-013  2.715E-015  1.141E-015  1.131E-012  8.500E-002  1.320E-013  1.681E-017  1.208E-020  7.778E-014
   3.715E+014  1.028E-007  1.506E-013  3.123E-015  1.310E-015  1.296E-012  8.500E-002  1.514E-013  1.930E-017  2.392E-020  9.610E-014
   3.981E+014  1.484E-007  1.722E-013  3.590E-015  1.504E-015  1.485E-012  8.500E-002  1.737E-013  2.216E-017  4.847E-020  1.189E-013
   4.266E+014  2.133E-007  1.970E-013  4.123E-015  1.727E-015  1.702E-012  8.500E-002  1.993E-013  2.544E-017  9.912E-020  1.472E-013
   4.571E+014  3.044E-007  2.253E-013  4.730E-015  1.982E-015  1.950E-012  8.500E-002  2.286E-013  2.921E-017  2.019E-019  1.826E-013
   4.898E+014  4.305E-007  2.576E-013  5.418E-015  2.276E-015  2.234E-012  8.500E-002  2.623E-013  3.354E-017  4.054E-019  2.271E-013
   5.248E+014  6.027E-007  2.946E-013  6.195E-015  2.613E-015  2.560E-012  8.500E-002  3.009E-013  3.851E-017  7.954E-019  2.834E-013
   5.623E+014  8.347E-007  3.369E-013  7.068E-015  3.001E-015  2.933E-012  8.500E-002  3.451E-013  4.421E-017  1.517E-018  3.560E-013
   6.026E+014  1.144E-006  3.853E-013  8.043E-015  3.445E-015  3.360E-012  8.500E-002  3.959E-013  5.076E-017  2.803E-018  4.519E-013
   6.457E+014  1.550E-006  4.406E-013  9.125E-015  3.956E-015  3.849E-012  8.500E-002  4.542E-013  5.828E-017  5.015E-018  5.828E-013
   6.918E+014  2.078E-006  5.038E-013  1.032E-014  4.542E-015  4.409E-012  8.500E-002  5.210E-013  6.692E-017  8.693E-018  7.700E-013
   7.413E+014  2.757E-006  5.760E-013  1.162E-014  5.214E-015  5.050E-012  8.500E-002  5.977E-013  7.683E-017  1.462E-017  1.052E-012
