  ** CALCULATED NUMBER DENSITIES (/CM^3) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  6.387E+006  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.072E+014  2.024E-002  6.994E-007  1.276E-008  5.704E-009  5.833E-006  5.563E+006  6.683E-007  8.404E-011  3.518E-017  1.313E-007
   1.148E+014  3.584E-002  6.970E-007  1.281E-008  5.704E-009  5.823E-006  4.845E+006  6.679E-007  8.404E-011  8.419E-017  1.387E-007
   1.230E+014  4.759E-002  6.946E-007  1.286E-008  5.704E-009  5.813E-006  4.220E+006  6.674E-007  8.404E-011  1.484E-016  1.468E-007
   1.318E+014  5.624E-002  6.921E-007  1.290E-008  5.704E-009  5.803E-006  3.675E+006  6.669E-007  8.404E-011  2.317E-016  1.554E-007
   1.413E+014  6.239E-002  6.897E-007  1.295E-008  5.704E-009  5.793E-006  3.201E+006  6.665E-007  8.404E-011  3.392E-016  1.648E-007
   1.514E+014  6.654E-002  6.872E-007  1.300E-008  5.704E-009  5.782E-006  2.788E+006  6.660E-007  8.404E-011  4.770E-016  1.749E-007
   1.622E+014  6.910E-002  6.848E-007  1.305E-008  5.704E-009  5.772E-006  2.428E+006  6.655E-007  8.404E-011  6.529E-016  1.858E-007
   1.738E+014  7.042E-002  6.823E-007  1.309E-008  5.704E-009  5.762E-006  2.115E+006  6.650E-007  8.404E-011  8.769E-016  1.976E-007
   1.862E+014  7.081E-002  6.798E-007  1.314E-008  5.704E-009  5.751E-006  1.842E+006  6.645E-007  8.404E-011  1.161E-015  2.104E-007
   1.995E+014  7.056E-002  6.773E-007  1.319E-008  5.704E-009  5.741E-006  1.604E+006  6.640E-007  8.404E-011  1.522E-015  2.243E-007
   2.138E+014  6.996E-002  6.748E-007  1.324E-008  5.704E-009  5.730E-006  1.397E+006  6.635E-007  8.404E-011  1.982E-015  2.393E-007
   2.291E+014  6.936E-002  6.723E-007  1.329E-008  5.704E-009  5.719E-006  1.217E+006  6.629E-007  8.404E-011  2.571E-015  2.556E-007
   2.455E+014  6.915E-002  6.697E-007  1.334E-008  5.704E-009  5.709E-006  1.060E+006  6.624E-007  8.404E-011  3.332E-015  2.734E-007
