  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  8.500E-002  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.072E+014  7.095E-009  4.125E-014  1.315E-015  4.358E-016  3.868E-013  8.500E-002  4.803E-014  6.421E-018  5.371E-022  2.452E-013
   1.148E+014  1.733E-008  4.666E-014  1.534E-015  5.003E-016  4.402E-013  8.500E-002  5.491E-014  7.372E-018  3.334E-021  2.755E-013
   1.230E+014  3.148E-008  5.277E-014  1.786E-015  5.744E-016  5.008E-013  8.500E-002  6.278E-014  8.464E-018  1.045E-020  3.087E-013
   1.318E+014  5.072E-008  5.967E-014  2.079E-015  6.596E-016  5.697E-013  8.500E-002  7.175E-014  9.718E-018  2.563E-020  3.457E-013
   1.413E+014  7.643E-008  6.746E-014  2.415E-015  7.573E-016  6.479E-013  8.500E-002  8.201E-014  1.116E-017  5.549E-020  3.872E-013
   1.514E+014  1.103E-007  7.625E-014  2.801E-015  8.695E-016  7.367E-013  8.500E-002  9.371E-014  1.281E-017  1.111E-019  4.343E-013
   1.622E+014  1.545E-007  8.619E-014  3.242E-015  9.983E-016  8.375E-013  8.500E-002  1.071E-013  1.471E-017  2.100E-019  4.886E-013
   1.738E+014  2.114E-007  9.740E-014  3.741E-015  1.146E-015  9.519E-013  8.500E-002  1.223E-013  1.689E-017  3.789E-019  5.524E-013
   1.862E+014  2.839E-007  1.101E-013  4.302E-015  1.316E-015  1.082E-012  8.500E-002  1.397E-013  1.939E-017  6.567E-019  6.292E-013
   1.995E+014  3.756E-007  1.243E-013  4.929E-015  1.511E-015  1.229E-012  8.500E-002  1.596E-013  2.226E-017  1.098E-018  7.247E-013
   2.138E+014  4.903E-007  1.405E-013  5.620E-015  1.735E-015  1.396E-012  8.500E-002  1.822E-013  2.556E-017  1.777E-018  8.476E-013
   2.291E+014  6.325E-007  1.587E-013  6.375E-015  1.992E-015  1.585E-012  8.500E-002  2.080E-013  2.935E-017  2.791E-018  1.012E-012
   2.455E+014  8.073E-007  1.793E-013  7.188E-015  2.287E-015  1.799E-012  8.500E-002  2.374E-013  3.369E-017  4.268E-018  1.239E-012
   2.630E+014  1.020E-006  2.025E-013  8.050E-015  2.626E-015  2.042E-012  8.500E-002  2.710E-013  3.869E-017  6.370E-018  1.561E-012
   2.818E+014  1.276E-006  2.287E-013  8.952E-015  3.015E-015  2.318E-012  8.500E-002  3.093E-013  4.442E-017  9.301E-018  2.031E-012
   3.020E+014  1.582E-006  2.583E-013  9.877E-015  3.461E-015  2.630E-012  8.500E-002  3.529E-013  5.100E-017  1.332E-017  2.722E-012
   3.236E+014  1.943E-006  2.918E-013  1.081E-014  3.974E-015  2.984E-012  8.500E-002  4.025E-013  5.855E-017  1.873E-017  3.752E-012
   3.467E+014  2.367E-006  3.296E-013  1.173E-014  4.563E-015  3.384E-012  8.500E-002  4.591E-013  6.723E-017  2.595E-017  5.291E-012
   3.715E+014  2.859E-006  3.723E-013  1.262E-014  5.239E-015  3.838E-012  8.500E-002  5.236E-013  7.719E-017  3.543E-017  7.594E-012
   3.981E+014  3.428E-006  4.205E-013  1.346E-014  6.015E-015  4.352E-012  8.500E-002  5.971E-013  8.862E-017  4.779E-017  1.103E-011
   4.266E+014  4.079E-006  4.751E-013  1.424E-014  6.906E-015  4.934E-012  8.500E-002  6.808E-013  1.018E-016  6.373E-017  1.616E-011
   4.571E+014  4.820E-006  5.367E-013  1.495E-014  7.929E-015  5.593E-012  8.500E-002  7.761E-013  1.168E-016  8.415E-017  2.378E-011
   4.898E+014  5.661E-006  6.064E-013  1.556E-014  9.104E-015  6.340E-012  8.500E-002  8.846E-013  1.341E-016  1.102E-016  3.507E-011
   5.248E+014  6.609E-006  6.853E-013  1.610E-014  1.045E-014  7.186E-012  8.500E-002  1.008E-012  1.540E-016  1.431E-016  5.173E-011
   5.623E+014  7.672E-006  7.746E-013  1.655E-014  1.200E-014  8.144E-012  8.500E-002  1.149E-012  1.768E-016  1.848E-016  7.626E-011
   6.026E+014  8.859E-006  8.757E-013  1.690E-014  1.378E-014  9.230E-012  8.500E-002  1.309E-012  2.030E-016  2.374E-016  1.123E-010
   6.457E+014  1.018E-005  9.905E-013  1.717E-014  1.582E-014  1.046E-011  8.500E-002  1.492E-012  2.331E-016  3.040E-016  1.651E-010
   6.918E+014  1.164E-005  1.121E-012  1.736E-014  1.816E-014  1.185E-011  8.500E-002  1.700E-012  2.676E-016  3.884E-016  2.424E-010
   7.413E+014  1.324E-005  1.269E-012  1.748E-014  2.085E-014  1.343E-011  8.500E-002  1.937E-012  3.073E-016  4.959E-016  3.555E-010
   7.943E+014  1.500E-005  1.438E-012  1.752E-014  2.394E-014  1.522E-011  8.500E-002  2.207E-012  3.528E-016  6.339E-016  5.208E-010
   8.511E+014  1.691E-005  1.630E-012  1.752E-014  2.749E-014  1.724E-011  8.500E-002  2.514E-012  4.050E-016  8.123E-016  7.623E-010
   9.120E+014  1.898E-005  1.850E-012  1.746E-014  3.156E-014  1.953E-011  8.500E-002  2.864E-012  4.651E-016  1.045E-015  1.115E-009
   9.772E+014  2.120E-005  2.102E-012  1.735E-014  3.624E-014  2.212E-011  8.500E-002  3.263E-012  5.339E-016  1.349E-015  1.631E-009
   1.047E+015  2.358E-005  2.391E-012  1.722E-014  4.161E-014  2.503E-011  8.500E-002  3.717E-012  6.130E-016  1.748E-015  2.384E-009
   1.122E+015  2.610E-005  2.724E-012  1.705E-014  4.777E-014  2.829E-011  8.500E-002  4.233E-012  7.039E-016  2.273E-015  3.483E-009
   1.202E+015  2.878E-005  3.109E-012  1.686E-014  5.485E-014  3.196E-011  8.500E-002  4.821E-012  8.081E-016  2.958E-015  5.085E-009
   1.288E+015  3.159E-005  3.553E-012  1.666E-014  6.298E-014  3.604E-011  8.500E-002  5.491E-012  9.278E-016  3.844E-015  7.415E-009
   1.380E+015  3.454E-005  4.069E-012  1.645E-014  7.230E-014  4.057E-011  8.500E-002  6.253E-012  1.065E-015  4.974E-015  1.079E-008
   1.479E+015  3.763E-005  4.669E-012  1.622E-014  8.302E-014  4.557E-011  8.500E-002  7.119E-012  1.223E-015  6.395E-015  1.568E-008
   1.585E+015  4.086E-005  5.369E-012  1.600E-014  9.531E-014  5.104E-011  8.500E-002  8.106E-012  1.404E-015  8.153E-015  2.270E-008
   1.698E+015  4.422E-005  6.187E-012  1.577E-014  1.094E-013  5.699E-011  8.500E-002  9.229E-012  1.612E-015  1.030E-014  3.274E-008
   1.820E+015  4.772E-005  7.147E-012  1.554E-014  1.256E-013  6.339E-011  8.500E-002  1.051E-011  1.851E-015  1.287E-014  4.700E-008
   1.950E+015  5.136E-005  8.276E-012  1.531E-014  1.443E-013  7.019E-011  8.500E-002  1.197E-011  2.125E-015  1.591E-014  6.712E-008
   2.089E+015  5.516E-005  9.608E-012  1.508E-014  1.656E-013  7.733E-011  8.500E-002  1.364E-011  2.440E-015  1.947E-014  9.527E-008
   2.239E+015  5.911E-005  1.118E-011  1.485E-014  1.902E-013  8.471E-011  8.500E-002  1.554E-011  2.801E-015  2.355E-014  1.343E-007
   2.399E+015  6.324E-005  1.306E-011  1.463E-014  2.183E-013  9.221E-011  8.500E-002  1.773E-011  3.216E-015  2.819E-014  1.880E-007
   2.570E+015  6.756E-005  1.530E-011  1.441E-014  2.507E-013  9.969E-011  8.500E-002  2.024E-011  3.692E-015  3.337E-014  2.610E-007
   2.754E+015  7.208E-005  1.799E-011  1.419E-014  2.878E-013  1.070E-010  8.500E-002  2.313E-011  4.239E-015  3.910E-014  3.595E-007
   2.951E+015  7.683E-005  2.125E-011  1.397E-014  3.304E-013  1.139E-010  8.500E-002  2.647E-011  4.866E-015  4.535E-014  4.908E-007
   3.162E+015  8.183E-005  2.522E-011  1.375E-014  3.793E-013  1.202E-010  8.500E-002  3.033E-011  5.586E-015  5.210E-014  6.645E-007
   3.388E+015  8.710E-005  3.013E-011  1.354E-014  4.355E-013  1.259E-010  8.500E-002  3.481E-011  6.413E-015  5.929E-014  8.918E-007
   3.631E+015  9.269E-005  3.624E-011  1.332E-014  5.000E-013  1.306E-010  8.500E-002  4.000E-011  7.361E-015  6.688E-014  1.187E-006
   3.890E+015  9.861E-005  4.393E-011  1.311E-014  5.740E-013  1.344E-010  8.500E-002  4.605E-011  8.450E-015  7.482E-014  1.566E-006
   4.169E+015  1.049E-004  5.370E-011  1.289E-014  6.589E-013  1.372E-010  8.500E-002  5.311E-011  9.699E-015  8.302E-014  2.049E-006
   4.467E+015  1.116E-004  6.620E-011  1.268E-014  7.565E-013  1.389E-010  8.500E-002  6.135E-011  1.113E-014  9.142E-014  2.661E-006
   4.786E+015  1.187E-004  8.244E-011  1.256E-014  8.684E-013  1.417E-010  8.500E-002  7.115E-011  1.278E-014  1.011E-013  3.433E-006
   5.129E+015  1.262E-004  1.041E-010  1.252E-014  9.970E-013  1.461E-010  8.500E-002  8.313E-011  1.467E-014  1.124E-013  4.418E-006
   5.495E+015  1.341E-004  1.327E-010  1.248E-014  1.144E-012  1.498E-010  8.500E-002  9.731E-011  1.683E-014  1.240E-013  5.657E-006
   5.888E+015  1.424E-004  1.699E-010  1.246E-014  1.314E-012  1.530E-010  8.500E-002  1.139E-010  1.932E-014  1.359E-013  7.195E-006
   6.310E+015  1.510E-004  2.179E-010  1.245E-014  1.508E-012  1.558E-010  8.500E-002  1.334E-010  2.217E-014  1.478E-013  9.084E-006
   6.761E+015  1.599E-004  2.793E-010  1.244E-014  1.731E-012  1.584E-010  8.500E-002  1.560E-010  2.544E-014  1.595E-013  1.138E-005
   7.244E+015  1.690E-004  3.569E-010  1.245E-014  1.987E-012  1.610E-010  8.500E-002  1.824E-010  2.918E-014  1.709E-013  1.414E-005
   7.762E+015  1.781E-004  4.536E-010  1.246E-014  2.281E-012  1.635E-010  8.500E-002  2.130E-010  3.348E-014  1.818E-013  1.744E-005
   8.318E+015  1.872E-004  5.723E-010  1.248E-014  2.618E-012  1.661E-010  8.500E-002  2.486E-010  3.841E-014  1.919E-013  2.133E-005
   8.913E+015  1.962E-004  7.155E-010  1.251E-014  3.004E-012  1.688E-010  8.500E-002  2.898E-010  4.406E-014  2.011E-013  2.588E-005
   9.550E+015  2.047E-004  8.852E-010  1.253E-014  3.448E-012  1.717E-010  8.500E-002  3.375E-010  5.053E-014  2.092E-013  3.116E-005
   1.023E+016  2.129E-004  1.082E-009  1.256E-014  3.957E-012  1.749E-010  8.500E-002  3.925E-010  5.794E-014  2.160E-013  3.722E-005
   1.096E+016  2.204E-004  1.305E-009  1.258E-014  4.540E-012  1.785E-010  8.500E-002  4.561E-010  6.644E-014  2.215E-013  4.412E-005
   1.175E+016  2.272E-004  1.553E-009  1.261E-014  5.210E-012  1.824E-010  8.500E-002  5.293E-010  7.617E-014  2.256E-013  5.191E-005
   1.259E+016  2.332E-004  1.820E-009  1.263E-014  5.978E-012  1.868E-010  8.500E-002  6.136E-010  8.731E-014  2.283E-013  6.064E-005
   1.349E+016  2.384E-004  2.101E-009  1.265E-014  6.858E-012  1.917E-010  8.500E-002  7.105E-010  1.001E-013  2.299E-013  7.034E-005
   1.445E+016  2.428E-004  2.390E-009  1.266E-014  7.868E-012  1.971E-010  8.500E-002  8.220E-010  1.147E-013  2.306E-013  8.108E-005
   1.549E+016  2.464E-004  2.679E-009  1.267E-014  9.025E-012  2.031E-010  8.500E-002  9.501E-010  1.314E-013  2.306E-013  9.290E-005
   1.660E+016  2.492E-004  2.962E-009  1.268E-014  1.035E-011  2.097E-010  8.500E-002  1.097E-009  1.505E-013  2.302E-013  1.059E-004
