  **  PHYSICAL PARAMETERS  **


   RADIUS      n(Htot)     TEMP        A_UV EFF    RAD. EFF    C K(PH)     C K(IP)     C K(AP)     CO K(PH)    CO K(IP)    CO K(AP)    DELTA_AUV   
   3.548E+016  3.979E+004  1.823E+002  3.511E+000  8.019E-003  1.606E-012  0.000E+000  0.000E+000  3.412E-015  0.000E+000  0.000E+000  3.110E+003
   3.802E+016  3.465E+004  1.780E+002  3.276E+000  1.060E-002  2.193E-012  0.000E+000  0.000E+000  4.803E-015  0.000E+000  0.000E+000  3.111E+003
   4.074E+016  3.018E+004  1.737E+002  3.058E+000  1.378E-002  3.026E-012  0.000E+000  0.000E+000  6.877E-015  0.000E+000  0.000E+000  3.111E+003
   4.365E+016  2.629E+004  1.696E+002  2.853E+000  1.764E-002  3.945E-012  0.000E+000  0.000E+000  9.286E-015  0.000E+000  0.000E+000  3.111E+003
   4.677E+016  2.290E+004  1.655E+002  2.663E+000  2.226E-002  5.089E-012  0.000E+000  0.000E+000  1.244E-014  0.000E+000  0.000E+000  3.111E+003
   5.012E+016  1.994E+004  1.615E+002  2.485E+000  2.771E-002  6.534E-012  0.000E+000  0.000E+000  1.666E-014  0.000E+000  0.000E+000  3.111E+003
   5.370E+016  1.737E+004  1.577E+002  2.319E+000  3.405E-002  8.242E-012  0.000E+000  0.000E+000  2.194E-014  0.000E+000  0.000E+000  3.112E+003
   5.754E+016  1.513E+004  1.539E+002  2.165E+000  4.136E-002  1.027E-011  0.000E+000  0.000E+000  2.861E-014  0.000E+000  0.000E+000  3.112E+003
   6.166E+016  1.318E+004  1.502E+002  2.020E+000  4.967E-002  1.250E-011  0.000E+000  0.000E+000  3.640E-014  0.000E+000  0.000E+000  3.112E+003
   6.607E+016  1.148E+004  1.467E+002  1.885E+000  5.903E-002  1.536E-011  0.000E+000  0.000E+000  4.705E-014  0.000E+000  0.000E+000  3.112E+003
   7.079E+016  9.995E+003  1.432E+002  1.759E+000  6.945E-002  1.844E-011  0.000E+000  0.000E+000  5.935E-014  0.000E+000  0.000E+000  3.112E+003
   7.586E+016  8.705E+003  1.397E+002  1.642E+000  8.096E-002  2.169E-011  0.000E+000  0.000E+000  7.322E-014  0.000E+000  0.000E+000  3.112E+003
   8.128E+016  7.582E+003  1.364E+002  1.532E+000  9.354E-002  2.550E-011  0.000E+000  0.000E+000  9.065E-014  0.000E+000  0.000E+000  3.112E+003
   8.710E+016  6.603E+003  1.331E+002  1.430E+000  1.072E-001  2.991E-011  0.000E+000  0.000E+000  1.123E-013  0.000E+000  0.000E+000  3.113E+003
   9.333E+016  5.751E+003  1.300E+002  1.335E+000  1.219E-001  3.439E-011  0.000E+000  0.000E+000  1.362E-013  0.000E+000  0.000E+000  3.113E+003
   1.000E+017  5.009E+003  1.269E+002  1.246E+000  1.375E-001  3.957E-011  0.000E+000  0.000E+000  1.658E-013  0.000E+000  0.000E+000  3.113E+003
   1.072E+017  4.363E+003  1.238E+002  1.162E+000  1.542E-001  4.478E-011  0.000E+000  0.000E+000  1.982E-013  0.000E+000  0.000E+000  3.113E+003
   1.148E+017  3.800E+003  1.209E+002  1.085E+000  1.716E-001  5.051E-011  0.000E+000  0.000E+000  2.368E-013  0.000E+000  0.000E+000  3.113E+003
   1.230E+017  3.310E+003  1.180E+002  1.012E+000  1.899E-001  5.660E-011  0.000E+000  0.000E+000  2.813E-013  0.000E+000  0.000E+000  3.113E+003
   1.318E+017  2.882E+003  1.152E+002  9.449E-001  2.090E-001  6.282E-011  0.000E+000  0.000E+000  3.310E-013  0.000E+000  0.000E+000  3.113E+003
   1.413E+017  2.511E+003  1.124E+002  8.818E-001  2.287E-001  6.963E-011  0.000E+000  0.000E+000  3.902E-013  0.000E+000  0.000E+000  3.113E+003
   1.514E+017  2.187E+003  1.097E+002  8.230E-001  2.489E-001  7.625E-011  0.000E+000  0.000E+000  4.533E-013  0.000E+000  0.000E+000  3.113E+003
   1.622E+017  1.904E+003  1.071E+002  7.680E-001  2.697E-001  8.339E-011  0.000E+000  0.000E+000  5.277E-013  0.000E+000  0.000E+000  3.113E+003
   1.738E+017  1.659E+003  1.045E+002  7.168E-001  2.909E-001  9.073E-011  0.000E+000  0.000E+000  6.121E-013  0.000E+000  0.000E+000  3.113E+003
   1.862E+017  1.445E+003  1.020E+002  6.689E-001  3.124E-001  9.822E-011  0.000E+000  0.000E+000  7.070E-013  0.000E+000  0.000E+000  3.113E+003
   1.995E+017  1.258E+003  9.961E+001  6.243E-001  3.341E-001  1.057E-010  0.000E+000  0.000E+000  8.117E-013  0.000E+000  0.000E+000  3.113E+003
   2.138E+017  1.096E+003  9.723E+001  5.826E-001  3.561E-001  1.136E-010  0.000E+000  0.000E+000  9.354E-013  0.000E+000  0.000E+000  3.113E+003
